voltage,x,y,r
-2.5,-1.91847e-13,-8.12687e-13,8.35024210055014e-13
-2.413793103448276,8.52656e-14,-7.38524e-13,7.434298360432947e-13
-2.3275862068965516,-5.68439e-14,-7.21648e-13,7.238833226917236e-13
-2.2413793103448274,-1.95844e-13,-7.58064e-13,7.829533194463128e-13
-2.155172413793103,5.06264e-14,-6.23061e-13,6.251144232042324e-13
-2.0689655172413794,1.48771e-13,-7.47184e-13,7.618508648659527e-13
-1.9827586206896552,1.64314e-14,-7.71386e-13,7.715609839163461e-13
-1.896551724137931,3.79698e-14,-8.53099e-13,8.5394356342386e-13
-1.8103448275862069,-3.41951e-14,-8.64645e-13,8.653209120834941e-13
-1.7241379310344827,1.21903e-13,-7.73163e-13,7.827141023247249e-13
-1.6379310344827585,9.54796e-14,-7.12989e-13,7.193536460859568e-13
-1.5517241379310345,1.06582e-13,-1.08048e-12,1.0857240685938578e-12
-1.4655172413793103,-2.66455e-14,-7.79158e-13,7.796134757905677e-13
-1.379310344827586,1.48771e-14,-8.36668e-13,8.368002571273565e-13
-1.293103448275862,-2.04282e-14,-7.15875e-13,7.161664101172577e-13
-1.206896551724138,1.82966e-13,-7.9137e-13,8.122456734609301e-13
-1.1206896551724137,4.99603e-14,-8.0003e-13,8.015884433274285e-13
-1.0344827586206895,8.94844e-14,-6.29944e-13,6.362679474713149e-13
-0.9482758620689653,-1.66535e-14,-8.21346e-13,8.215148147040624e-13
-0.8620689655172413,-9.54796e-14,-8.36001e-13,8.414356933344104e-13
-0.7758620689655171,3.79698e-14,-6.5881e-13,6.599032670111885e-13
-0.6896551724137929,7.68279e-14,-7.83821e-13,7.8757722558452e-13
-0.603448275862069,3.53053e-14,-6.58366e-13,6.593119551199492e-13
-0.5172413793103448,3.73037e-14,-8.13797e-13,8.146515348556646e-13
-0.43103448275862055,7.83822e-14,-6.87898e-13,6.923492093451396e-13
-0.34482758620689635,1.25456e-13,-5.86645e-13,5.999096298285267e-13
-0.25862068965517215,-9.43694e-14,-8.2712e-13,8.324860828004033e-13
-0.17241379310344795,6.06186e-14,-8.35335e-13,8.37531597547794e-13
-0.0862068965517242,-1.67867e-13,-9.59462e-13,9.740362719801557e-13
0.0,-7.57176e-14,-9.57685e-13,9.606735731635175e-13
