voltage,x,y,r
-7.0,7.32751e-13,-6.06629e-13,9.512742883322349e-13
-6.714285714285714,8.50878e-13,-5.33799e-13,1.0044574372689964e-12
-6.428571428571429,8.53543e-13,-5.5778e-13,1.0196343370292117e-12
-6.142857142857143,9.69898e-13,-4.10118e-13,1.0530426887491314e-12
-5.857142857142858,9.03725e-13,-5.17367e-13,1.0413392762755085e-12
-5.571428571428571,1.09957e-12,-5.25361e-13,1.2186297080003425e-12
-5.285714285714286,1.09691e-12,-5.10484e-13,1.2098782841079511e-12
-5.0,1.15841e-12,-4.60968e-13,1.2467578855270977e-12
-4.714285714285714,1.10024e-12,-5.67994e-13,1.2382024235301755e-12
-4.428571428571429,1.31007e-12,-5.24695e-13,1.4112364252402926e-12
-4.142857142857143,1.28653e-12,-4.86725e-13,1.3755219614840759e-12
-3.857142857142857,1.34449e-12,-5.16701e-13,1.4403587343092691e-12
-3.5714285714285716,1.40222e-12,-5.28914e-13,1.4986563808278401e-12
-3.285714285714286,1.43619e-12,-5.00936e-13,1.5210452301611546e-12
-3.0,1.50436e-12,-4.97827e-13,1.584591660816439e-12
-2.7142857142857144,1.54188e-12,-5.15147e-13,1.6256599785960778e-12
-2.428571428571429,1.60539e-12,-5.15369e-13,1.6860848905855838e-12
-2.1428571428571432,1.60783e-12,-5.11594e-13,1.6872598287566738e-12
-1.8571428571428577,1.68954e-12,-5.31134e-13,1.7710586488188357e-12
-1.571428571428572,1.68133e-12,-4.76955e-13,1.7476717772296377e-12
-1.2857142857142865,1.68e-12,-5.10928e-13,1.7559747780603227e-12
-1.0,1.60339e-12,-4.85393e-13,1.6752509831511815e-12
-0.7142857142857144,1.46706e-12,-4.96717e-13,1.548868238969668e-12
-0.4285714285714288,1.08958e-12,-3.64821e-13,1.1490339152701281e-12
-0.14285714285714324,5.06487e-13,-3.67041e-13,6.2549834280356e-13
0.14285714285714235,-1.7364e-13,-2.74005e-13,3.243911059585327e-13
0.42857142857142794,-1.03784e-12,-2.79556e-13,1.074831811371435e-12
0.7142857142857135,-1.91359e-12,-1.46994e-13,1.9192274289765664e-12
1.0,-3.07644e-12,-8.57097e-14,3.0776337056696807e-12
1.2857142857142847,-4.05545e-12,1.73196e-14,4.055486983217202e-12
1.5714285714285712,-5.05931e-12,9.45914e-14,5.060194186891839e-12
1.8571428571428559,-6.00811e-12,2.04282e-13,6.011581897273296e-12
2.1428571428571423,-6.843e-12,2.10499e-13,6.846236837051505e-12
2.428571428571429,-7.64594e-12,3.23299e-13,7.652772094280673e-12
2.7142857142857135,-8.36492e-12,3.18414e-13,8.370978083939536e-12
3.0,-9.0275e-12,4.43203e-13,9.038372925986678e-12
3.2857142857142847,-9.70651e-12,4.77399e-13,9.71824295772137e-12
3.571428571428571,-1.01906e-11,5.72434e-13,1.0206664932501508e-11
3.857142857142856,-1.06538e-11,6.60808e-13,1.0674273823209894e-11
4.142857142857142,-1.1224e-11,5.73767e-13,1.1238655816879925e-11
4.428571428571427,-1.15331e-11,6.59032e-13,1.1551914074603568e-11
4.7142857142857135,-1.20704e-11,7.98476e-13,1.2096781393518525e-11
5.0,-1.24656e-11,7.26533e-13,1.2486754324486768e-11
5.285714285714285,-1.27596e-11,7.93147e-13,1.2784227560694037e-11
5.571428571428571,-1.31193e-11,8.14463e-13,1.314455714234485e-11
5.857142857142856,-1.34586e-11,8.97064e-13,1.3488463136328616e-11
6.142857142857142,-1.38548e-11,7.78048e-13,1.3876629336056505e-11
6.428571428571427,-1.39933e-11,9.16607e-13,1.4023288247855743e-11
6.7142857142857135,-1.43068e-11,9.40588e-13,1.433768572768088e-11
7.0,-1.45574e-11,9.47693e-13,1.45882149964363e-11
