voltage,x,y,r
-2.5,6.28123e-12,-1.13688e-13,6.282258771671539e-12
-2.4310344827586206,5.81227e-12,4.79619e-14,5.812467883502808e-12
-2.3620689655172415,5.56535e-12,-1.97176e-13,5.568841800363519e-12
-2.293103448275862,5.41081e-12,-2.43363e-13,5.4162801262369174e-12
-2.2241379310344827,5.44279e-12,-2.80666e-13,5.4500216868977685e-12
-2.155172413793103,6.07872e-12,-1.47438e-13,6.080507775033595e-12
-2.086206896551724,5.6897e-12,1.68755e-13,5.692202064230064e-12
-2.0172413793103448,5.35219e-12,2.94877e-13,5.360306916700666e-12
-1.9482758620689655,5.41259e-12,4.12117e-13,5.428256711854092e-12
-1.8793103448275863,5.36995e-12,-2.32704e-13,5.374989688745086e-12
-1.8103448275862069,4.89389e-12,2.29152e-13,4.899251980782781e-12
-1.7413793103448276,4.67362e-12,-1.63426e-13,4.6764764472705304e-12
-1.6724137931034484,4.62211e-12,-3.70372e-13,4.636925303526465e-12
-1.603448275862069,4.87968e-12,4.1034e-13,4.896902675977949e-12
-1.5344827586206897,4.65852e-12,-4.04123e-13,4.676015824345444e-12
-1.4655172413793103,4.24286e-12,-5.03601e-13,4.272642618661313e-12
-1.396551724137931,3.84584e-12,-6.21728e-15,3.8458450255009756e-12
-1.3275862068965518,3.79877e-12,5.89754e-13,3.844276693139556e-12
-1.2586206896551724,3.98706e-12,6.75907e-13,4.043945810251294e-12
-1.1896551724137931,3.96574e-12,6.12847e-14,3.9662135043456866e-12
-1.1206896551724137,3.47457e-12,6.85677e-13,3.5415801040254615e-12
-1.0517241379310345,2.65478e-12,-3.87248e-13,2.682874924759632e-12
-0.9827586206896552,2.43895e-12,8.25121e-13,2.574743048760594e-12
-0.9137931034482758,1.02585e-12,1.37669e-13,1.0350463642083865e-12
-0.8448275862068966,-2.75336e-14,5.06931e-13,5.076781833897927e-13
-0.7758620689655173,-1.54233e-12,1.23857e-12,1.9780893492964366e-12
-0.7068965517241379,-3.7548e-12,7.60284e-13,3.83099919089733e-12
-0.6379310344827587,-8.92802e-12,2.73117e-13,8.932196483289481e-12
-0.5689655172413794,-1.54518e-11,5.47121e-13,1.546148326095013e-11
-0.5,-2.16388e-11,1.00454e-12,2.1662104377266766e-11
