# DRS4 export. File index 0, run_id=./medidas/run_20260925_134941
# Columns: t[ns] u1[mV] u2[mV] u3[mV]
Event #7  ts=2026-09-25 13:49:46.444  [SELECTED]
214.160  -183.3  -110.3   -16.6
215.820   -91.1   -99.5    15.8
217.480   -57.2   -90.8   -17.5
219.141   -58.5   -51.3    -3.1
220.801   -95.9   -18.1   -25.1
222.461   -95.1   -51.9   -50.3
224.121   -85.4   -46.0   -39.8
230.762   -59.4     2.9    -4.7
232.422   -75.1   -26.2   -51.0
242.383   -60.9   -14.0   -30.3
1067.480   -16.7   -53.4   -45.6
1079.102   -17.6   -52.4   -28.6
1097.363   -19.2   -50.3   -34.6
1107.324    -0.7   -56.2   -36.8
1279.980   -53.5     3.2   -13.8
1366.309   -55.1   -26.3   -37.8
1367.969   -57.0   -22.0   -38.0
1377.930   -54.3   -20.8   -40.5
1387.891   -50.4   -12.4   -19.8
1698.340   -31.1    -8.2    -6.6

Event #22  ts=2026-09-25 13:49:55.374  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000   -26.6    -0.8   -22.5
215.820   -57.7   -88.4   -97.2
217.480  -111.3  -224.5  -230.7
219.141  -149.5  -353.9  -315.7
220.801  -153.9  -367.7  -297.4
222.461  -148.8  -343.9  -282.4
224.121  -121.5  -291.8  -291.3
225.781   -90.1  -217.8  -274.5
227.441   -72.9  -175.8  -216.2
229.102   -36.9  -141.8  -138.8
230.762   -34.5  -128.0  -129.2
232.422   -42.7   -88.5  -114.6
234.082   -44.4   -58.0   -77.0
235.742   -36.0   -66.3   -74.6
237.402   -25.0   -69.5   -64.5
335.352   -50.1   -11.2   -26.7
730.469   -51.0    -0.4   -22.6
778.613   -51.2     5.4   -19.5
946.289   -50.9     5.0   -17.2
1351.367   -54.7    24.2   -15.1
1361.328   -67.8    -4.2   -29.3
1372.949   -63.2   -13.8   -36.9
1382.910   -67.9    -8.5   -36.1
1392.871   -54.1     2.9   -25.2
1394.531   -68.4   -17.5   -36.5
1698.340   -15.4    10.6    -6.0

Event #25  ts=2026-09-25 13:49:56.849  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000    -2.7   -13.4     0.1
 11.621   -13.7   -52.2   -26.1
204.199   -81.6   -58.5    -3.7
205.859  -112.7   -96.1    -1.3
207.520  -136.9  -130.2    -2.8
209.180  -142.0  -144.4   -27.1
210.840  -102.7   -88.7     1.0
212.500   -82.4   -67.3     9.5
219.141   -32.1   -54.2   -25.8
220.801   -29.2   -55.1   -26.3
919.727   -52.0    -4.7   -19.9
929.688   -56.0    -5.0   -27.9
931.348   -52.4   -17.4   -28.6
939.648   -50.9     1.0   -35.9
947.949   -53.7    -3.5   -28.0
949.609   -53.2   -18.1   -32.8
1029.297   -50.2     0.3   -13.0
1585.449   -53.4     8.6   -14.0
1595.410   -53.1    -5.1   -27.6
1597.070   -52.0    -7.1   -22.5
1605.371   -51.6   -10.3   -36.5
1615.332   -53.0    -7.1   -27.3
1698.340   -14.5   -19.3   -22.6

Event #31  ts=2026-09-25 13:49:59.591  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000   -21.9    16.7    -5.7
 23.242   -55.3     6.7    -5.7
 34.863   -57.3   -15.7   -23.9
 44.824   -55.1   -15.6   -24.8
195.898   -83.4   -24.7    -1.3
197.559  -117.6   -46.5   -22.9
199.219  -175.8   -92.7   -64.0
200.879  -195.9   -84.7   -65.2
202.539  -164.4  -111.9   -94.3
204.199  -155.1  -125.9  -102.9
205.859  -124.2  -113.8   -97.4
207.520  -108.4  -106.7   -92.6
209.180   -61.0   -64.6   -60.9
212.500   -51.7   -36.0   -55.1
604.297   -52.6     6.7    -9.7
682.324   -39.7   -41.6   -54.4
768.652   -37.2   -50.4   -47.2
884.863     7.4   -50.4   -16.7
896.484    28.6   -57.3   -17.2
1100.684   -51.2   -18.5   -18.3
1293.262   -52.1    -9.8   -31.0
1563.867   -51.3     0.0   -12.3
1573.828   -63.0     0.8   -10.1
1592.090   -54.0   -18.3   -23.8
1698.340   -10.4     3.4   -24.7

Event #32  ts=2026-09-25 13:49:59.597  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000   -25.6   -15.5   -16.7
 23.242   -51.1   -23.1   -22.0
 43.164   -51.8   -31.9   -40.7
212.500   -52.0   -22.1    -4.6
215.820   -62.3  -117.4   -11.0
217.480  -102.0  -178.5    14.5
219.141  -108.2  -186.4    -1.0
220.801  -112.4  -174.9    -5.7
222.461  -107.0  -151.3   -39.8
224.121  -108.3  -119.1    13.8
225.781   -23.3   -76.5   -18.2
227.441   -10.9   -63.9   -13.8
232.422   -54.0   -77.0   -38.1
788.574   -56.9    -6.1   -19.6
798.535   -50.5   -26.2   -40.5
808.496   -58.7   -29.3   -59.2
818.457   -39.4   -45.3   -56.3
1002.734   -54.2    -6.2   -23.3
1698.340    10.3    16.3     2.5

Event #33  ts=2026-09-25 13:49:59.953  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000    36.0    -2.2    28.5
104.590    11.9   -51.8    -9.8
139.453   -52.5     9.6   -34.3
159.375   -44.8   -23.0   -54.6
202.539    -4.2   -57.6    -0.1
204.199   -75.8  -137.9   -28.2
205.859  -152.3  -183.9   -27.4
207.520  -156.6  -225.9   -10.5
209.180  -146.1  -232.5   -11.5
210.840   -68.0  -171.4     0.8
212.500   -71.4  -169.0   -26.0
214.160   -81.8  -153.8   -20.5
215.820   -66.9   -99.7    -6.1
217.480   -64.9   -52.1    -1.5
222.461     9.2   -60.5   -10.6
227.441   -69.1   -23.0   -44.4
229.102   -52.2    -8.3   -14.1
235.742   -64.5    -7.7   -15.8
257.324   -68.1    -6.4   -27.8
267.285   -61.7   -15.9   -11.2
277.246   -55.6   -15.1   -17.5
285.547   -54.0   -23.0   -42.7
287.207   -55.0   -33.2   -56.6
405.078   -54.7   -33.6   -45.2
406.738   -50.1   -19.9    -5.0
771.973   -52.5    -1.6   -27.2
780.273   -53.2   -21.7   -41.9
856.641   -45.4   -20.3   -53.2
1047.559   -53.1    14.8   -33.1
1049.219   -55.8    -1.4   -36.4
1298.242   -51.9    -4.0   -38.8
1299.902   -53.8   -15.1   -27.5
1321.484   -56.2   -15.0   -21.8
1331.445   -60.6   -10.8   -11.2
1334.766    17.8   -53.1   -21.8
1524.023   -55.1    -0.1   -19.4
1698.340    -2.3   -24.1    -9.0

Event #34  ts=2026-09-25 13:50:00.085  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000    12.0   -15.2    -0.4
214.160   -56.9   -57.6   -20.4
215.820   -66.6   -75.5   -22.5
217.480  -118.0  -143.0   -55.3
219.141  -128.4  -204.6  -105.6
220.801  -103.0  -233.7  -117.7
222.461   -85.3  -290.8  -148.9
224.121   -82.0  -293.6  -155.5
225.781   -57.8  -250.4  -154.6
227.441   -25.3  -158.9  -106.5
229.102   -23.3  -138.9  -107.5
230.762   -33.8   -83.3   -75.0
232.422   -44.9   -57.6   -67.3
234.082   -21.9   -69.9   -65.5
235.742    -6.6   -76.7   -57.8
237.402     5.9   -60.5   -28.7
262.305   -51.5    -4.5   -12.4
410.059   -68.5   -16.7   -23.4
421.680   -55.2   -21.0   -31.1
972.852   -56.1     2.0   -30.4
981.152   -58.8     9.4   -24.4
982.812   -56.3   -11.9   -29.2
991.113   -55.0    -3.2   -31.8
992.773   -52.6   -19.0   -20.7
1001.074   -55.3   -30.6   -47.8
1397.852   -54.9   -10.9   -19.2
1698.340    -4.2   -19.2   -17.2

Event #44  ts=2026-09-25 13:50:10.609  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000    14.5    22.7    22.2
 49.805   -62.2    14.1   -13.1
 59.766   -65.6     2.4   -19.3
 69.727   -59.3    -8.0   -39.2
189.258   -53.1    -1.4   -28.5
209.180  -139.2   -89.8   -41.1
210.840  -148.7  -126.5   -53.4
212.500  -103.2  -126.2   -43.7
214.160   -18.9   -80.6    -5.6
215.820   -15.9   -68.4    -9.8
217.480   -35.1   -69.7   -29.4
219.141   -56.5   -64.8   -39.0
220.801   -91.3   -44.7   -33.8
222.461   -83.9   -43.0   -23.6
230.762   -57.2   -32.4   -44.4
232.422   -51.7   -27.1   -17.4
733.789   -61.7     0.0   -15.9
735.449   -64.2     0.3   -20.2
745.410   -82.0     0.3   -23.9
753.711   -50.1   -32.3   -49.4
755.371   -73.6   -22.5   -38.5
757.031   -56.2     9.1    -7.5
765.332   -70.5   -31.2   -51.6
766.992   -76.4   -25.1   -47.5
776.953   -70.8   -24.3   -41.4
1319.824   -56.7   -14.0   -23.3
1328.125   -52.8     6.7   -36.9
1329.785   -59.9   -14.7   -42.5
1338.086   -58.4   -14.7   -47.7
1339.746   -57.0   -30.3   -48.0
1348.047   -55.4   -13.7   -34.4
1467.578   -56.4   -31.5   -43.8
1477.539   -58.1   -37.5   -43.2
1698.340    21.2   -41.0    -8.1

Event #45  ts=2026-09-25 13:50:10.830  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000   -23.9     1.3    -5.7
197.559   -52.2   -13.3   -16.6
210.840   -48.1   -71.8   -56.7
212.500   -90.1   -98.6   -71.6
214.160  -132.5  -142.4  -121.8
215.820  -152.1  -177.0  -145.9
217.480  -145.7  -178.7  -126.3
219.141   -99.7  -124.9  -111.7
220.801   -89.7  -124.1  -115.2
222.461   -38.5  -103.9   -65.5
225.781   -57.1   -42.5   -54.7
227.441   -66.5   -35.5   -49.6
698.926   -11.5   -50.8   -20.2
743.750   -51.2   -17.9   -30.7
762.012   -65.7   -12.4   -31.0
763.672   -61.5   -24.9   -26.5
771.973   -56.4    -9.8   -28.2
773.633   -59.9   -28.3   -28.7
781.934   -58.0    -7.8   -29.9
791.895   -53.3   -16.8   -41.3
1157.129   -51.0    -5.4   -21.4
1158.789   -52.2    -6.3   -19.8
1168.750   -53.3    -8.9   -18.1
1698.340   -37.8     0.1   -15.0

Event #46  ts=2026-09-25 13:50:11.781  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000     8.1   -24.6    -0.9
  3.320   -51.7   -11.7    -9.8
199.219   -53.0   -14.7   -20.6
200.879   -95.8   -30.9     9.0
202.539  -123.3   -85.2   -10.4
204.199  -122.9  -154.3     1.4
205.859  -118.7  -127.4    14.4
207.520  -123.9  -103.5   -21.7
209.180  -126.5   -97.8   -24.5
210.840   -95.6   -69.4    12.9
212.500   -39.5   -70.3    -7.7
214.160   -11.8   -71.9   -17.8
1304.883   -31.4   -42.5   -50.6
1558.887   -50.9    -2.5   -16.9
1691.699    -7.1   -53.7   -28.9
1698.340   -35.8   -34.7   -20.4

Event #49  ts=2026-09-25 13:50:16.030  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000   -21.8    14.4    -7.8
217.480  -127.3  -114.2   -20.2
219.141  -164.1  -207.5   -22.2
220.801  -166.7  -223.7   -29.4
222.461  -120.6  -214.3   -13.1
224.121  -105.0  -191.6    -3.3
225.781   -92.7  -149.0   -11.4
227.441  -102.3  -141.7   -24.8
229.102   -76.7  -100.8   -29.0
230.762   -29.9   -60.2    -3.4
232.422   -24.6   -57.5     0.2
415.039   -15.2   -54.7   -19.3
591.016   -55.7    -1.5   -19.7
600.977   -59.1   -22.0   -34.9
1698.340   -13.7     4.6   -17.1

Event #51  ts=2026-09-25 13:50:17.052  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000     0.0   -18.4   -19.0
  3.320   -51.0   -55.8   -45.7
 13.281   -45.1   -55.3   -36.2
 14.941   -48.5   -53.3   -29.0
202.539   -14.6   -56.3   -29.4
204.199   -49.5   -58.1    -5.4
205.859  -147.9   -78.9    11.4
207.520  -192.6  -175.5   -30.8
209.180  -187.7  -192.2    -9.3
210.840  -136.7  -210.7   -23.9
212.500  -133.3  -211.7   -26.2
214.160   -87.5  -169.6     2.8
215.820   -47.4  -101.9    16.2
217.480   -60.6   -59.8   -21.1
219.141   -62.5   -53.1   -14.7
220.801   -50.1   -56.2   -17.2
222.461   -43.6   -75.6   -21.4
232.422   -14.8   -55.5   -21.9
242.383   -13.9   -60.2   -45.0
250.684   -14.1   -52.1   -34.4
375.195   -37.9   -51.8   -49.3
526.270   -24.4   -57.7   -33.5
536.230   -22.4   -50.8   -34.3
1230.176   -19.2   -52.6   -35.6
1457.617   -52.4    16.5    -6.0
1698.340    -3.6   -14.2   -19.1

Event #52  ts=2026-09-25 13:50:17.099  [SELECTED]
  t[ns]  u1[mV]  u2[mV]  u3[mV]
  0.000   -23.0     6.8     3.2
189.258   -18.1   -50.2   -36.6
199.219   -77.5   -31.6   -11.8
200.879  -130.3   -96.1   -20.7
202.539  -131.5   -95.7   -19.5
204.199  -150.6  -117.0    16.8
205.859  -130.3  -149.4   -16.6
207.520  -114.1  -149.9   -15.7
209.180  -102.6  -115.4    -7.9
210.840   -92.8  -112.2   -15.6
212.500   -63.6   -71.7    -3.9
214.160   -43.4   -50.9     3.5
688.965   -50.7   -11.7   -42.3
1592.090   -51.2   -12.3   -39.2
1593.750   -50.3   -11.0   -36.9
1602.051   -51.7     2.3    -9.1
1603.711   -52.2   -25.1   -31.0
1612.012   -58.5    -9.1   -14.4
1613.672   -56.5   -11.4   -18.8
1623.633   -51.7   -18.6   -22.6
1678.418   -57.1   -31.1   -35.9
1698.340   -24.6   -29.6   -39.2

