# DRS4 export. File index 1, run_id=./medidas/run_20260925_113849
# Columns: t[ns] u1[mV] u2[mV] u3[mV]
Event #422  ts=2026-09-25 11:43:52.885  [SELECTED]
234.229    -2.7     4.5   -11.4
236.230   -28.6    -0.7   -28.9
238.232   -11.6    -9.5    -3.1
240.234    12.7     0.3    17.1
242.236    13.6    -6.2   -13.6
244.238   -14.6    -4.7   -13.7
246.240    -0.1     1.0   -14.3
248.242    -1.7     5.9    16.5
250.244     5.4     5.2     4.3
252.246    11.0   -31.2    -3.4
254.248     9.3     8.3    18.8
256.250   -14.1   -20.2   -31.1
258.252    14.7    -0.7    13.6
260.254    -4.1   -13.0     0.5
262.256    12.8    -4.1     5.3
264.258    -4.0     0.8     8.8
266.260   -27.8    15.5     4.8
268.262    -4.5   -11.6     3.2
270.264    16.4    21.6    -6.1
272.266     8.2   -18.0     1.5
274.268     4.6    -6.3    21.3
276.270   -12.4   -20.7    -8.5
278.271    -4.2     8.8    10.2
280.273    11.2    14.3     0.7
282.275    -5.5    -3.9     8.2
284.277   -15.4     2.3     4.0
286.279    -3.1   -20.5    -1.0
288.281   -13.2    13.4    -5.0
290.283     5.8    12.9    -6.2
292.285    -1.9    -8.7    -6.2
294.287    -5.5     5.5    10.8
296.289   -12.0   -13.1    -7.5
298.291    14.2    22.1    -0.7
300.293   -20.5   -19.6   -23.4
302.295     5.3    -7.9    -1.0
304.297    -9.8    -3.0    15.0
306.299    17.2     3.4   -13.7
308.301    -5.4     5.9     3.5
310.303   -10.1    10.6    20.6
312.305    -1.6   -31.0   -25.3
314.307    19.1     5.6    10.2
316.309    10.2    -9.5   -17.0
318.311    -5.9    13.7    -9.0
320.312   -26.4     4.5    -8.5
322.314   -13.4   -10.1   -13.1
324.316    -7.9   -18.2    -1.5
326.318    17.6    -2.4     5.0
328.320    16.2    -2.1    -5.9
330.322   -14.9     2.2    16.1
332.324    -8.1    -4.0   -13.4
334.326    13.9    -3.0     5.2
336.328    15.4   -11.7    -5.1
338.330     1.9    10.8   -11.4
340.332   -12.0   -14.2   -17.1
342.334   -14.4    -3.5   -18.0
344.336    -2.4   -25.1    -5.6
346.338    18.8     1.9    19.2
348.340   -12.6    -9.1    -9.4
350.342   -17.4    10.9    -0.6
352.344   -15.9   -21.5    -6.9
354.346     7.5    -7.4    10.1
356.348    10.5   -11.9     4.8
358.350    14.7    -4.5   -12.0
360.352   -42.8    -7.2   -12.8
362.354   -21.8     7.9   -16.5
364.355     7.2    -9.5    10.4
366.357    20.4    -4.1     2.3
368.359     5.4    -5.1     0.7
370.361   -15.6     0.1     7.4
372.363   -37.4    -4.0    -9.2
374.365     7.8     1.0     4.8
376.367    31.8    -8.3   -18.5
378.369    29.2   -15.0    -5.4
380.371   -31.0     1.1   -19.0
382.373   -17.4    -6.2   -22.5
384.375    12.8    -4.9    -2.1
386.377    38.5    -0.7     6.3
388.379    33.6    -3.7     5.1
390.381     0.4    11.0     4.3
392.383   -29.9     1.0   -13.5
394.385   -26.8    -7.3   -12.2
396.387    -6.8   -18.7    -9.2
398.389    28.9     8.1     0.6
400.391     1.9    -1.1   -19.0
402.393   -13.2     4.2    -6.1
404.395   -27.5   -18.4    -7.7
406.396    -0.1   -15.2   -10.9
408.398    16.5    -1.1     4.0
410.400     3.6    29.0     4.5
412.402   -39.3   -10.7   -23.3
414.404   -26.8   -10.4    -4.0
416.406   -25.7    -8.0   -23.4
418.408    25.8     1.5     3.4
420.410    -3.5    -8.2   -27.0
422.412     9.4    -8.5   -10.8
424.414   -15.2    -7.6    -4.7
426.416     6.5    -4.9    -4.0
428.418     4.7   -10.5     0.0
430.420     8.6    17.1    14.4
432.422     4.9    -2.6   -11.2
434.424    -3.1     2.2   -14.4
436.426   -13.0   -24.5   -11.1
438.428    -4.6     1.1     4.4
440.430    -8.9    -9.0   -15.9
442.432    18.8    -9.5    -7.3
444.434    -5.5     1.2    -9.4
446.436    17.1    -6.7    14.7
448.438   -16.3    -8.5   -25.0
450.439    -6.8     7.0     7.5
452.441     0.5    -2.7   -13.2
454.443    20.1    23.8    14.7
456.445    -8.5    -9.2   -12.2
458.447   -10.2   -18.1   -26.3
460.449   -29.4     4.1   -12.7
462.451    10.2    -4.9   -17.7
464.453    15.1    -6.1   -19.4
466.455    17.4    -0.1    15.4
468.457    -7.9     8.1   -14.5
470.459   -10.9    -2.5     3.3
472.461    -6.7   -12.4   -12.2
474.463    13.4   -16.1    -2.4
476.465     3.2    -9.0    -2.0
478.467     0.8     6.9   -18.3
480.469    -0.9   -13.9     0.2
482.471    -2.7     6.5     4.6
484.473     6.4    -0.7   -14.1
486.475     9.5   -20.6     2.0
488.477    -0.9    15.7    11.7
490.479     7.2    10.9    15.9
492.480    -3.5   -19.8   -15.5
494.482    12.3   -14.9     1.6
496.484    -6.9   -26.4   -17.0
498.486    -3.1    23.2    -1.2
500.488     1.5    -2.8   -13.8
502.490    10.6    14.8    -9.5
504.492    -4.5   -22.0    -9.0
506.494   -14.3    -8.9     0.5
508.496     2.2    -6.3   -14.8
510.498     9.5    16.0     2.7
512.500    -6.1    -4.2    -5.5
514.502     8.3   -17.2   -10.9
516.504   -15.0   -15.4   -21.7
518.506   -11.5    18.9    -5.1
520.508    -3.9   -11.0    -9.6
522.510     4.4   -11.1     8.7
524.512    -6.0   -24.7   -28.8
526.514   -10.8     9.2    12.2
528.516   -10.7    10.2    -8.0
530.518     9.2     2.8   -17.1
532.520     8.2   -10.3   -19.3
534.521     8.9   -35.3   -24.0
536.523    -1.7   -28.9   -16.3
538.525    -4.7    33.6     6.1
540.527    -0.7     1.9   -17.6
542.529     2.9     0.9     8.9
544.531    11.6   -23.0     0.6
546.533    -6.0   -13.5   -16.2
548.535    -9.9     7.7   -12.1
550.537    -9.6    14.6    -2.6
552.539    -5.6    -3.4   -12.3
554.541   -25.0    -9.3    -0.8
556.543   -43.6   -24.6   -10.7
558.545   -57.6   -49.0   -32.1
560.547   -74.3   -93.3   -29.7
562.549   -63.9   -72.9   -15.3
564.551   -71.0   -90.9   -26.3
566.553   -39.4   -53.4   -15.7
568.555   -21.6   -54.1   -37.6
570.557   -33.2   -21.0   -13.1
572.559   -19.8   -29.7   -23.9
574.561    -5.0   -29.6   -25.9
576.562   -13.0    -6.4   -21.6
578.564     1.2    -3.3     0.9
580.566    -3.1   -10.1    10.5
582.568    13.6    10.8    -9.5
584.570    -2.7   -13.4   -17.8
586.572     0.9    23.3    13.0
588.574    12.6    -2.4     8.9
590.576    -1.8   -35.6    -8.3
592.578   -11.6    -0.4    -4.0
594.580     5.0     2.7    -1.0
596.582    -8.4    -9.0    -4.1
598.584   -11.4    -8.6    -6.9
600.586   -18.1    -4.9     0.1
602.588    -3.3     3.1   -12.0
604.590     3.0    -2.1    -3.2
606.592     1.9     8.6    16.9
608.594   -15.7   -34.5   -35.2
610.596   -25.0    -0.5     1.3
612.598   -16.7   -10.3   -40.0
614.600   -12.9   -37.0   -37.9
616.602   -38.3   -18.8   -24.0
618.604    -2.2   -33.5   -27.6
620.605   -18.7   -23.7   -30.0
622.607    -8.2    -7.2    -7.5
624.609   -15.7   -25.9   -22.9
626.611     3.5    -2.5    10.7
628.613    11.5    -6.6     2.7
630.615     7.3    -4.3    -7.7
632.617   -13.5    -6.3    -8.6
634.619    -3.4   -16.1    -5.3
636.621    -5.0   -17.8   -19.0
638.623    12.7    -2.2   -18.6
640.625   -17.4   -16.6   -12.2
642.627   -13.1   -34.6   -34.8
644.629   -14.5   -22.4   -11.2
646.631   -30.7    -3.8   -17.0
648.633    10.6    -6.4     0.4
650.635     4.2    -4.0   -13.6
652.637    -6.5    -2.4    -7.7
654.639   -51.6   -36.5   -28.2
656.641   -20.4    -7.5    -0.5
658.643    -2.3   -14.7   -24.7
660.645    15.2    -3.7    -5.2
662.646   -24.0    -9.5   -18.9
664.648   -21.0   -22.4   -15.3
666.650   -45.3   -14.2   -23.4
668.652   -31.4    -0.4   -16.0
670.654    -5.5   -19.7     4.7
672.656     6.3    -3.6     5.4
674.658   -20.1   -20.6   -26.3
676.660   -33.9   -15.2   -15.0
678.662   -22.8   -18.8   -14.3
680.664     0.4     1.8     2.3
682.666   -11.9   -26.1   -17.0
684.668     1.4   -13.9    -5.7
686.670   -12.1     0.9    -4.4
688.672     4.3   -10.4    -6.0
690.674    -0.4   -27.7   -10.1
692.676    15.4    -2.1     3.9
694.678     0.6   -15.1   -19.4
696.680   -11.4     5.3   -28.2
698.682   -25.2   -21.4   -26.9
700.684     4.8   -26.6     4.9
702.686    -6.4     1.1   -17.3
704.688    -9.9   -13.1   -28.2
706.689   -22.8    -5.0   -31.6
708.691   -23.7    -3.6    -7.5
710.693   -35.2   -21.7    -9.5
712.695     3.3   -14.3   -20.8
714.697     7.3    10.6    -7.5
716.699   -10.3     7.9    -8.4
718.701   -24.9   -12.4   -15.7
720.703   -17.0   -24.0   -33.8
722.705    -6.1   -24.5   -19.0
724.707    -0.4     0.0     9.7
726.709     6.8     2.4    -2.9
728.711   -23.0   -21.5   -16.8
730.713   -20.2   -26.5   -20.0
732.715     3.1   -13.2   -23.8
734.717    -9.9    -1.2    11.2
736.719    -3.8    -3.5    -2.1
738.721   -15.4   -16.3   -20.0
740.723   -17.4   -20.1    -1.7
742.725   -13.4   -34.6   -26.1
744.727    -9.8    -0.1    -4.8
746.729   -20.0   -16.9   -10.8
748.730   -11.2   -11.1    -8.2
750.732   -19.0   -23.2    -8.6
752.734   -12.3    -9.9   -12.6
754.736   -29.5    -1.9   -30.0
756.738   -11.3    -2.3   -11.1
758.740   -17.0   -34.3    -7.4
760.742   -10.9    -1.1    -7.9
762.744   -11.8   -16.7   -19.0
764.746    -5.9    14.3     9.6
766.748   -30.1   -16.8   -25.4
768.750    -8.6   -11.7    -3.5
770.752    -6.1   -27.2   -15.3
772.754    -5.7    -8.6   -12.2
774.756   -45.4    -8.7   -23.1
776.758   -18.8   -30.0   -19.4
778.760    -5.6   -28.0     6.1
780.762     3.2    13.3    12.5
782.764     1.3   -13.8   -26.7
784.766   -14.9    17.5     6.9
786.768   -30.2   -25.9   -25.8
788.770     6.4   -15.1     8.2
790.771   -20.1   -14.7   -21.9
792.773    15.4    -3.7   -17.0
794.775   -18.9    -5.4    -7.0
796.777   -18.7    -3.7    -5.2
798.779   -12.2   -22.4   -15.8
800.781   -10.8   -12.2     7.6
802.783    -0.5   -15.4   -26.7
804.785    -0.5    -5.3   -14.3
806.787   -26.0    -6.2   -29.9
808.789     1.4     9.4   -11.1
810.791    -1.5    -4.9   -12.2
812.793    -2.9   -23.5   -16.0
814.795   -23.9   -22.4   -20.4
816.797   -15.8   -12.2   -11.4
818.799   -11.4   -16.7   -22.9
820.801    18.8    -9.1    16.7
822.803    -1.8   -14.3   -19.1
824.805   -20.6   -21.2   -18.0
826.807   -38.9    -7.2   -17.5
828.809    12.3    -9.3   -11.8
830.811    -0.1   -11.6    -3.9
832.812   -15.3   -13.5   -19.6
834.814   -27.9    -7.7    -8.6
836.816   -34.7     2.3     5.0
838.818   -17.6    -6.6    -8.6
840.820     9.5   -21.2    -2.2
842.822   -21.0   -24.0    -5.8
844.824   -13.8   -10.7   -13.2
846.826   -35.3   -15.2   -20.0
848.828    -7.3    -8.5     1.3
850.830    -4.7   -23.6   -27.7
852.832    17.3    -2.2   -23.9
854.834    -6.3   -10.4    -8.3
856.836   -29.7    -3.8     4.4
858.838   -24.2   -22.8   -17.1
860.840    12.8   -23.9    -0.4
862.842     6.7    -8.4    -5.4
864.844    11.2   -16.9   -20.3
866.846   -33.4   -30.7   -41.7
868.848    -7.4   -20.2   -18.3
870.850     3.1   -15.7   -14.1
872.852    -3.1   -11.8    -0.9
874.854   -18.8    -7.0   -24.3
876.855   -32.2     4.4    -9.8
878.857    -4.4   -22.6   -27.4
880.859    -3.1     2.3   -19.0
882.861     2.8   -17.4     4.0
884.863     6.6    -3.8    -8.4
886.865   -38.8   -20.6   -22.7
888.867   -20.0    -3.5   -10.4
890.869    -3.3   -13.8   -17.6
892.871   -10.7    14.1     0.5
894.873   -22.1   -16.8   -29.3
896.875   -23.7   -23.3   -16.3
898.877    -9.3   -26.2     7.5
900.879    20.9    -2.2    -4.6
902.881    15.9     1.0   -10.8
904.883   -11.1   -13.4   -20.1
906.885   -35.8   -32.5   -18.3
908.887     9.1   -23.7     0.6
910.889    -1.4     4.0   -15.7
912.891     0.7    -6.3     1.6
914.893   -24.1     3.6   -18.7
916.895   -29.2   -16.3   -14.3
918.896   -11.4    -3.4    -4.4
920.898    23.0    -0.4   -18.5
922.900   -15.7    -6.1     2.4
924.902   -11.8   -23.9   -23.2
926.904   -46.9   -33.0   -22.0
928.906     0.3     0.9     1.2
930.908    13.1    -5.4    -8.5
932.910   -14.0     1.8    -7.2
934.912   -38.9   -23.0   -27.9
936.914    -7.3   -26.2    -1.6
938.916    12.6   -23.4   -27.2
940.918    -9.7    19.4    -3.5
942.920   -26.0    -8.0   -23.9
944.922    -3.0   -22.3   -12.5
946.924   -26.9   -25.4   -10.8
948.926    12.2    -3.5    -7.9
950.928     4.5   -11.7   -13.6
952.930   -16.6    -1.9   -13.0
954.932    -6.0   -35.3   -19.3
956.934    -4.4   -10.4     7.6
958.936   -12.9   -30.0   -26.0
960.938   -25.5    -4.2   -23.7
962.939    -6.6    -9.9   -19.4
964.941    17.6   -20.1    -1.8
966.943    -6.1   -15.7     0.5
968.945   -25.2   -13.6   -20.6
970.947   -36.4   -11.3   -24.0
972.949    -6.2    -6.9   -20.6
974.951    11.2   -10.1    -6.3
976.953    24.9    -9.0     0.6
978.955   -34.9   -25.2   -41.5
980.957   -35.7    -5.1   -25.4
982.959   -25.6   -15.0   -11.2
984.961    18.8   -10.7     1.2
986.963    10.4    -3.0    -1.1
988.965   -25.0   -20.8   -36.8
990.967   -20.2   -18.6   -16.3
992.969    18.7   -11.5    -6.5
994.971    18.6   -29.8   -28.7
996.973     3.1    -0.4    -5.7
998.975   -39.7   -25.0   -41.3
1000.977   -26.7    -6.7    -2.0
1002.979   -32.5   -17.8   -17.0
1004.980    26.2    -9.6     8.6
1006.982    -7.7    -4.5    -6.2
1008.984   -18.0   -26.8   -17.3
1010.986   -28.4   -19.8   -16.5
1012.988     8.1    -0.7    -9.8
1014.990    11.4    -2.9    -4.8
1016.992     1.7     0.1    -0.5
1018.994   -12.6   -28.9    -9.8
1020.996    -1.1   -23.9   -24.4
1022.998   -24.8    -7.9   -25.8
1025.000   -35.2     5.1     4.8
1027.002    -7.5   -11.6   -24.7
1029.004    -8.2   -12.8     4.2
1031.006   -16.4   -32.2   -23.9
1033.008   -12.4    -1.9   -18.7
1035.010   -28.8    -1.2   -12.2
1037.012    -2.8     1.8    -2.5
1039.014     2.1   -23.6     2.1
1041.016     0.0    -6.4     7.7
1043.018   -23.5   -28.9   -34.0
1045.020   -39.7    -7.3   -12.5
1047.021   -21.0    -0.5    -5.9
1049.023     8.3   -15.4    -8.8
1051.025    17.8   -17.6    -4.0
1053.027   -38.8    -8.6   -29.3
1055.029   -47.1   -18.4   -30.6
1057.031   -14.4     2.3   -16.4
1059.033     8.5    -6.5    10.7
1061.035    14.6     5.2     1.7
1063.037    -4.2    -3.6   -19.8
1065.039   -16.4   -28.0    -4.0
1067.041    -7.9   -18.1    -9.6
1069.043    -7.5    -5.1   -17.8
1071.045   -13.6    -0.3    -9.3
1073.047     0.5   -10.2   -15.8
1075.049   -34.5   -19.2   -10.6
1077.051   -23.4   -14.4   -10.1
1079.053   -17.0   -10.9   -26.3
1081.055     0.0     5.3    10.9
1083.057    -7.7    -2.8    -4.9
1085.059    -5.5   -30.3   -19.4
1087.061   -14.1   -14.8    -3.2
1089.062   -17.2     6.0   -17.1
1091.064   -31.7   -15.8   -37.5
1093.066    -8.1   -11.4    -5.1
1095.068   -12.2   -32.9   -15.3
1097.070   -26.6    -9.9   -26.1
1099.072   -30.5    -5.1   -10.6
1101.074   -29.3   -13.7   -11.3
1103.076     3.9   -14.8    -6.5
1105.078    15.3     2.9    15.4
1107.080    -9.4   -26.8   -23.1
1109.082   -34.8   -14.1   -21.0
1111.084   -45.4   -30.2   -45.3
1113.086   -10.3   -20.7    -9.7
1115.088    15.0   -33.4   -21.3
1117.090     4.1    -3.5   -25.4
1119.092   -66.7   -23.3   -29.3
1121.094   -36.7   -35.2   -28.8
1123.096   -19.6   -23.1     3.1
1125.098    18.0     0.2     9.3
1127.100    10.5    -0.6   -24.7
1129.102   -22.0     1.1   -16.6
1131.104   -61.4   -48.1   -48.3
1133.105     7.9   -17.5    -6.9
1135.107    22.1    -5.7    -6.6
1137.109    18.6    -8.9   -31.2
1139.111   -30.5   -13.1   -17.1
1141.113   -38.4     1.9    -7.9
1143.115   -41.3   -37.1   -16.9
1145.117    15.0    20.4     4.7
1147.119    14.1    -5.4   -15.6
1149.121    -9.4    -5.6   -22.8
1151.123   -29.7   -23.3   -32.6
1153.125     7.8   -10.8    -8.3
1155.127    13.3    -5.9    -9.7
1157.129    14.0   -12.6    -7.1
1159.131   -15.8   -20.4    -2.2
1161.133   -25.7   -18.5   -26.6
1163.135   -20.0   -22.5   -15.1
1165.137    -2.0   -14.9   -21.3
1167.139   -10.4    -9.7   -28.0
1169.141    -5.3   -15.9    -3.9
1171.143    -9.6   -28.3   -16.1
1173.145   -10.2   -21.6   -20.3
1175.146    -8.5    -5.5   -19.2
1177.148    -7.2   -17.8   -12.3
1179.150   -16.3   -20.0    -6.6
1181.152     0.4     2.7    -7.5
1183.154   -26.6   -18.3   -20.7
1185.156   -27.7    -5.8   -10.5
1187.158   -27.6   -18.9   -33.8
1189.160     2.5    -5.7   -16.6
1191.162   -17.7   -17.3   -18.9
1193.164   -15.4   -24.2    -6.6
1195.166   -18.6   -37.5   -31.5
1197.168   -14.4    -3.6     3.1
1199.170   -11.9   -10.5    -3.9
1201.172    -7.5    -2.0   -30.2
1203.174   -18.6   -16.1   -28.7
1205.176   -33.1     6.3    -4.7
1207.178   -27.2   -15.1   -27.2
1209.180    -6.8    -3.4     9.2
1211.182    -1.2     0.6    -7.9
1213.184     0.6   -12.4    -6.1
1215.186   -32.5    -3.3   -41.0
1217.188   -11.3    -0.9   -18.8
1219.189    -5.7   -19.2   -16.6
1221.191    -7.2   -11.1   -10.5
1223.193     3.1   -15.1    -0.1
1225.195   -25.2    -4.9   -13.1
1227.197   -27.2   -20.1   -16.5
1229.199   -13.5   -11.7   -23.2
1231.201    -8.3   -17.0   -18.4
1233.203     1.4     5.7     6.0
1235.205   -20.0    -3.9   -15.3
1237.207   -16.8    -8.2   -26.8
1239.209     2.3   -21.7   -11.1
1241.211     1.4   -12.2     0.6
1243.213   -15.7   -13.5   -11.9
1245.215     3.2   -11.0   -22.9
1247.217   -15.1   -23.2   -16.4
1249.219   -14.2    -7.9     7.4
1251.221    -9.9   -26.0   -12.5
1253.223    -3.8    -3.3    -1.1
1255.225   -15.7   -11.0   -15.2
1257.227    -2.0    -2.0   -13.2
1259.229   -15.2   -26.4   -15.9
1261.230    -9.5   -10.4   -15.8
1263.232    -8.9    -9.2   -13.9
1265.234   -14.1    -6.7   -18.7
1267.236   -12.7   -20.0   -20.1
1269.238     4.4   -29.7     0.2
1271.240   -20.3   -16.7   -31.8
1273.242   -18.3     6.9   -15.7
1275.244   -34.9    16.6     1.7
1277.246   -13.1    -7.0     0.2
1279.248   -23.8   -27.0     3.5
1281.250    10.6   -11.4    -2.2
1283.252   -18.9   -15.1   -21.2
1285.254   -20.6    18.4   -11.9
1287.256   -18.2     4.5   -18.4
1289.258    -7.7   -25.1    -7.5
1291.260   -14.9    -8.3   -18.2
1293.262   -23.7   -11.7   -21.3
1295.264   -25.2   -10.2   -15.2
1297.266    -5.8     8.8    11.7
1299.268     2.8   -28.1   -35.0
1301.270    -8.9   -17.3   -13.9
1303.271   -14.1   -24.9   -13.1
1305.273   -16.0    -3.9     3.1
1307.275   -15.1    -9.9   -20.8
1309.277     3.8   -17.7    -2.4
1311.279   -10.7   -28.4   -18.1
1313.281   -20.2   -23.2   -29.3
1315.283   -22.7    -4.9   -10.9
1317.285    -9.2   -21.2    -9.4
1319.287     5.0   -25.1     6.1
1321.289    11.9    -2.8    -6.3
1323.291   -29.9   -23.8    -2.6
1325.293    -8.2    11.2     8.8
1327.295   -14.7     2.9   -21.8
1329.297    -8.3   -18.2    -1.5
1331.299   -24.4   -32.6   -19.9
1333.301   -12.5   -10.6   -23.9
1335.303   -26.3    12.8   -16.7
1337.305    -4.5    11.4    -5.9
1339.307   -24.9   -26.8   -22.3
1341.309    -1.8   -27.0   -11.9
1343.311   -23.5   -11.3   -17.5
1345.312   -14.2    -2.0   -12.2
1347.314   -34.7     9.7   -20.4
1349.316     5.0    -6.7   -12.1
1351.318    -3.7   -22.5    -7.5
1353.320    -8.2   -11.5   -17.5
1355.322   -17.0     4.1   -23.3
1357.324   -24.4    -4.3   -20.2
1359.326   -12.9   -31.9   -16.6
1361.328    -4.2   -22.1     1.5
1363.330    -8.6    -7.4    -8.5
1365.332   -13.5     2.9    -5.9
1367.334   -26.4    -0.6    -7.1
1369.336    -1.6   -34.7   -38.8
1371.338     3.3   -22.6    -7.6
1373.340    -1.5     7.5    -9.7
1375.342   -41.8    -2.1   -22.6
1377.344   -21.5    -5.5     1.9
1379.346    -6.6   -36.4   -16.6
1381.348     3.5   -37.7     8.0
1383.350   -12.0   -10.7   -12.7
1385.352   -10.2     8.9    -7.2
1387.354   -39.7   -20.7    -9.5
1389.355     0.9   -20.1    -9.6
1391.357    -5.6   -14.8   -27.9
1393.359    -4.3    -5.6   -12.4
1395.361   -35.9   -12.2   -20.6
1397.363   -30.6    -1.0   -19.5
1399.365   -13.8   -36.2   -24.1
1401.367    -5.7   -21.2   -15.0
1403.369   -20.7    -6.3   -16.1
1405.371   -20.9    -1.3   -17.1
1407.373   -34.2   -14.4   -26.9
1409.375    -5.8   -21.5   -32.9
1411.377     3.3   -37.1   -28.9
1413.379    11.7    -1.0     0.9
1415.381   -15.8   -14.4   -25.3
1417.383   -21.3    -2.9   -10.1
1419.385   -12.9    -6.4    -9.8
1421.387    21.3   -11.5     3.9
1423.389   -13.6     9.1    -1.6
1425.391   -15.0    -0.1    -7.4
1427.393   -27.2   -39.4   -37.5
1429.395   -23.8    -2.6    -3.7
1431.396   -12.2    -6.3     0.6
1433.398    18.4     0.0   -13.2
1435.400   -14.4    -5.9   -13.6
1437.402   -32.7   -13.0   -18.9
1439.404   -29.6   -31.4   -18.9
1441.406    -2.8    13.1    10.3
1443.408     9.2    -1.7    -4.2
1445.410     7.9   -10.1    -0.6
1447.412    -2.9    -5.0   -14.0
1449.414   -38.2   -26.4   -28.7
1451.416   -36.1   -30.3   -38.5
1453.418   -23.6    13.5   -14.9
1455.420     1.7   -20.4   -21.8
1457.422    -0.1   -39.6   -41.0
1459.424   -20.2   -39.3   -12.2
1461.426   -20.5    10.4   -10.9
1463.428   -21.5     1.0    -9.0
1465.430    -7.9   -26.5    -2.6
1467.432    -2.3   -28.4   -11.4
1469.434   -31.1   -26.0   -21.7
1471.436   -45.0     4.3    -9.7
1473.438   -32.0    -8.1   -22.2
1475.439     0.4     8.9     6.1
1477.441    -0.8   -24.3     1.1
1479.443     0.0   -48.0   -35.1
1481.445   -21.0    14.0     7.9
