# DRS4 export. File index 0, run_id=./medidas/run_20260925_120111
# Columns: t[ns] u1[mV] u2[mV] u3[mV]
Event #1  ts=2026-09-25 12:01:13.105  [SELECTED]
747.070    -4.6   -21.2     0.8
748.730    -4.0   -27.6   -21.6
750.391    -8.6   -24.6   -17.7
752.051   -18.9     8.6    -6.9
753.711   -14.7    11.6    -7.7
755.371     5.4    10.4    -3.0
757.031     1.5   -22.1    -8.0
758.691    -7.7   -33.8   -21.0
760.352   -20.4   -25.7   -15.4
762.012   -12.8     9.9    -8.2
763.672   -11.6    10.3    -8.2
765.332    11.2    14.9     6.0
766.992    -5.7   -18.2   -18.4
768.652   -21.3   -44.6   -18.7
770.312   -24.2   -37.7   -11.2
771.973   -12.6    -7.8   -13.3
773.633     4.0    22.1    -6.2
775.293     5.7    27.1    11.7
776.953    -0.5     6.7     1.3
778.613   -11.8   -50.4   -35.7
780.273   -19.3   -28.1     3.3
781.934    -9.9     2.6   -13.4
783.594    -6.0     5.3   -20.1
785.254     3.0    22.1     3.1
786.914    -7.2     9.9     0.1
788.574    -8.8   -17.5   -22.9
790.234   -14.9   -57.5   -19.8
791.895    -3.7    -0.4     5.7
793.555    -0.2    12.0   -12.4
795.215   -12.4    20.2    -1.1
796.875   -12.5    23.2     2.1
798.535   -10.6   -26.9   -19.3
800.195    -7.8   -43.5   -16.5
801.855     0.7   -37.6    -0.9
803.516    14.3   -13.9     0.9
805.176    -6.3    16.1   -13.0
806.836   -32.7    13.9   -10.4
808.496    -4.9   -37.6   -19.2
810.156    -1.4   -39.5   -14.6
811.816    12.9   -24.2     6.9
813.477    12.2    -1.5    -9.9
815.137   -21.6     5.9   -19.8
816.797   -32.9    15.2   -15.9
818.457   -35.5    -3.5    -8.1
820.117    -1.4   -35.3   -22.9
821.777    24.5   -21.4     4.6
823.438    30.6     6.7    25.5
825.098    -4.1     0.2   -21.7
826.758   -30.0    -3.5   -39.7
828.418   -49.3    -2.5   -14.8
830.078   -20.0   -21.2   -14.2
831.738     9.7   -26.2   -13.8
833.398    44.3     6.3    24.9
835.059     5.2    11.7    -0.6
836.719   -32.0   -11.8   -35.4
838.379   -52.5   -20.9   -38.0
840.039   -41.6   -10.6   -10.4
841.699    -2.7   -13.3    -7.0
843.359    45.2    -8.3    10.7
845.020    31.3     4.4    10.1
846.680   -13.5     0.6   -10.9
848.340   -48.4   -16.1   -26.3
850.000   -49.2   -23.8   -30.4
851.660   -13.1   -13.9   -10.5
853.320     9.7     0.9    12.3
854.980    47.7    12.1    22.3
856.641    11.8   -14.8   -17.5
858.301   -21.9   -12.0    -8.2
859.961   -46.8    -6.8    -9.3
861.621   -26.0   -22.1   -31.9
863.281     5.3    -5.9    -0.3
864.941    28.2    11.6    24.9
866.602    27.7   -16.3   -12.2
868.262   -11.6   -24.5   -10.7
869.922   -30.2   -15.2    -8.7
871.582   -45.6     4.6   -20.9
873.242     2.6    -3.8     1.9
874.902     9.2     1.6     9.1
876.562    13.9    -1.4     6.7
878.223     2.6   -22.5    -8.3
879.883   -30.1     4.3   -16.3
881.543   -31.7     4.9   -16.2
883.203   -21.3     2.3   -10.3
884.863     1.6   -10.3    -1.6
886.523    10.4   -21.8    -9.6
888.184     1.7   -21.7    -5.8
889.844     0.5   -14.2    -3.2
891.504    -8.0     3.8   -10.6
893.164   -15.9    11.2    -2.1
894.824   -14.3     2.6    -2.8
896.484    -1.4   -30.4   -22.0
898.145    -0.8   -40.1   -18.4
899.805    -1.7     5.5    11.4
901.465     2.1    11.5     9.9
903.125    -4.3    11.0   -14.8
904.785   -11.8     7.6   -15.1
906.445   -16.8    -1.4    -4.8
908.105   -11.0   -42.4   -14.4
909.766    -3.2   -23.8   -13.0
911.426    -2.0     5.5     6.6
913.086    -2.6    29.1    10.4
914.746    -1.8     7.6   -20.2
916.406    -5.3    -8.7   -14.2
918.066   -18.5   -28.8    -1.8
919.727   -10.6   -38.0   -26.4
921.387    -4.7    -1.5    -0.9
923.047    -4.0    25.6    -3.2
924.707     8.5    -4.7   -19.2
926.367     3.6   -14.3   -18.9
928.027   -14.7   -24.4    -8.3
929.688   -11.8   -30.8   -18.1
931.348    -8.4   -20.8   -12.1
933.008    -9.4    19.1    -5.6
934.668    -3.4     3.8   -10.8
936.328    -1.3    -0.7    -7.3
937.988    -1.0   -24.9    -9.1
939.648    -5.7   -29.0   -16.4
941.309   -11.4   -19.0    -6.7
942.969   -23.5    11.5   -11.0
944.629    -3.8    -6.3   -16.4
946.289     2.5    -8.7     0.2
947.949     8.2   -12.7     2.0
949.609     6.3   -23.1   -21.3
951.270   -26.2     3.5     5.4
952.930   -24.8     4.4   -12.3
954.590   -23.8    -0.2   -15.8
956.250   -10.8   -17.8   -29.0
957.910    12.8    -2.9    14.5
959.570    15.5    -1.3     6.3
961.230     4.5   -16.3   -19.3
962.891   -20.6     2.3    -7.5
964.551   -29.3    12.9     1.0
966.211   -14.0   -32.9   -29.9
967.871     0.2   -21.0    -6.3
969.531    24.2     0.7    13.3
971.191    19.7     4.7    -4.1
972.852    -1.4    -4.3   -15.4
974.512   -35.2    -6.9   -10.6
976.172   -35.1    -8.1    -8.9
977.832    -5.4   -29.3   -14.0
979.492    19.0    -4.0     4.3
981.152    17.9     7.3     3.3
982.812   -17.7     8.0    -5.9
984.473   -32.9    -6.2   -13.6
986.133   -30.3   -19.9   -18.1
987.793   -14.4   -27.7   -20.0
989.453     5.5   -14.0    -2.8
991.113     7.6     4.6     3.4
992.773     7.4     5.6    -7.3
994.434   -16.7     0.5   -16.2
996.094   -29.5   -15.7   -10.4
997.754   -18.9   -31.9   -24.5
999.414    -7.5   -30.0   -26.8
1001.074    14.8     3.6    10.9
1002.734     8.8     9.7     0.4
1004.395   -33.4    -8.9   -10.8
1006.055   -32.4    -7.2   -10.5
1007.715   -11.2   -26.1    -9.3
1009.375     4.1   -29.9   -13.4
1011.035    14.8    -6.7    -1.0
1012.695    -5.4    20.6     0.1
1014.355   -22.3    -1.6   -16.8
1016.016   -26.0   -10.5   -20.1
1017.676    -9.5   -25.4   -11.4
1019.336     0.1   -23.9    -7.7
1020.996    18.8   -15.7     2.6
1022.656    -9.8     7.7   -11.0
1024.316   -17.2    10.0   -18.5
1025.977   -25.6    -3.2    -3.3
1027.637   -10.2   -38.0   -25.1
1029.297    17.8   -10.9    11.9
1030.957    17.1     7.0    18.8
1032.617    -0.7    10.8   -16.6
1034.277   -21.9    -0.3   -31.0
1035.938   -28.1     1.8     2.3
1037.598   -13.9   -20.0   -16.1
1039.258    13.6   -46.1   -14.5
1040.918    12.3    -9.2    17.0
1042.578    -3.2    21.7    -3.6
1044.238   -17.4     7.6   -29.2
1045.898   -28.6    -3.6    -4.6
1047.559   -25.4     1.9    11.1
1049.219    10.8   -40.6   -17.5
1050.879     3.5    -9.4     4.5
1052.539    -3.5     8.5     0.0
1054.199   -19.1    11.0   -17.0
1055.859   -23.1     6.9    -6.6
1057.520    -9.6   -10.3    -9.3
1059.180     1.3   -33.1   -19.3
1060.840     9.8   -17.0    10.9
1062.500    -3.8     0.2   -17.5
1064.160    -8.9    -1.0   -20.6
1065.820   -20.1    19.2     4.4
1067.480   -11.2    11.9     8.1
1069.141    11.5   -36.1   -13.7
1070.801    -4.6   -22.3    -2.3
1072.461    -5.5   -14.7    -1.1
1074.121   -18.3    -1.0   -19.0
1075.781   -28.5     8.5   -19.6
1077.441     0.2     7.9     6.7
1079.102    11.8   -12.3     6.9
1080.762     0.7   -23.1   -10.0
1082.422   -19.5    -6.3     2.5
1084.082   -23.9     2.4     0.8
1085.742   -29.6     2.9   -25.3
1087.402   -19.0     4.8   -21.0
1089.062     2.0     3.1    19.7
1090.723    14.1   -28.6   -18.9
1092.383     3.7   -28.6   -13.5
1094.043   -21.8    -8.5     0.0
1095.703   -35.4     4.5    -8.0
1097.363    -8.4    -1.4   -20.7
1099.023     3.9     4.3     2.9
1100.684     9.7   -23.7   -10.7
1102.344    -3.4   -19.0    -3.9
1104.004    -8.8   -15.8    -2.0
1105.664   -33.3    -1.1   -18.6
1107.324    -7.2    -6.8    -7.8
1108.984     2.6    -0.7    -4.4
1110.645    13.6    -8.2    -1.1
1112.305   -18.3   -17.3   -13.1
1113.965   -24.6   -12.5   -15.3
1115.625   -18.8   -11.7    -9.2
1117.285   -14.3    -1.5     1.5
1118.945     3.9     1.9    -8.8
1120.605    14.7    -4.9   -13.8
1122.266     5.6   -10.0     0.6
1123.926   -16.9     3.7     2.3
1125.586   -18.4   -20.7   -31.8
1127.246   -14.5   -18.1   -10.7
1128.906     0.5    13.7     3.2
1130.566     1.6    13.6     4.5
1132.227     2.5   -13.0   -14.9
1133.887   -20.0     1.1    -0.2
1135.547   -21.7   -10.7   -14.0
1137.207   -13.1   -28.2   -15.4
1138.867     2.8    -2.0    -4.2
1140.527     7.2     8.6    -0.4
1142.188    -2.4     4.7    -6.6
1143.848   -19.3    -7.0    -9.8
1145.508   -11.6   -15.2    -7.3
1147.168    -1.7   -22.2    -5.1
1148.828    -1.8   -19.2   -11.3
1150.488     2.4    -6.7   -10.9
1152.148   -11.4    12.7    -9.9
1153.809   -19.7    -4.5   -16.1
1155.469   -15.5   -24.2   -13.2
1157.129   -14.4   -26.5   -12.7
1158.789    10.8   -11.9     6.1
1160.449     5.6    -6.0    -9.9
1162.109   -22.2     9.2   -20.0
1163.770   -26.7    11.9    -3.0
1165.430   -17.6   -22.5   -12.9
1167.090    -0.5   -30.8   -18.3
1168.750    12.3    -0.1    10.9
1170.410     0.9     8.1    -4.2
1172.070   -13.2     2.9   -22.1
1173.730   -33.7    -1.1   -11.2
1175.391   -12.8   -17.0   -10.6
1177.051     2.8   -31.3   -18.0
1178.711    16.3   -19.2    -0.3
1180.371     5.1     8.1    14.7
1182.031    -9.6     3.7   -13.8
1183.691   -27.7    -3.7   -21.0
1185.352   -34.1    -7.6   -11.3
1187.012    16.7   -22.7    -1.4
1188.672    19.8   -22.5     1.3
1190.332     7.0     6.8    -5.5
1191.992   -15.1     1.9   -18.7
1193.652   -25.3     0.0   -10.6
1195.312   -29.7   -20.1   -21.2
1196.973   -20.6   -24.4   -29.5
1198.633    16.3    -4.4    16.7
1200.293    22.2     6.7    17.9
1201.953     1.5    -1.8   -19.1
1203.613   -27.9     1.4     0.7
1205.273   -31.1    -8.1   -14.4
1206.934    -7.7   -29.2    -8.7
1208.594    12.3    12.1    25.7
1210.254    13.0    14.1    26.7
1211.914    19.6     9.1    -4.8
1213.574   -22.7    -9.3    -2.9
1215.234   -33.9    -7.5    -6.6
1216.895   -28.9   -22.3   -27.1
1218.555    -2.5    -8.6     5.8
1220.215    18.1    26.8    14.5
1221.875    -7.2   -11.6   -14.8
1223.535    -6.2   -11.5   -16.5
1225.195   -21.5    -9.5    -7.1
1226.855   -25.9   -25.1   -19.6
1228.516   -21.3   -27.9   -27.3
1230.176    -3.7     3.3     1.1
1231.836     5.5    17.9     4.6
1233.496     7.7     0.5   -10.9
1235.156    -4.5   -13.8    -1.8
1236.816    -3.2   -15.5    -2.9
1238.477   -29.1   -26.0   -29.6
1240.137   -28.7    -0.4    -6.4
1241.797     3.7    10.7     4.1
1243.457    13.0    -1.7    -5.3
1245.117     2.3    -8.4     2.8
1246.777     1.2   -12.3     2.0
