voltage,x,y,r
-1.0,3.56605e-12,-4.88501e-15,3.56605334590254e-12
-0.9655172413793104,3.47057e-12,6.05297e-13,3.5229590663402547e-12
-0.9310344827586207,3.50388e-12,1.33227e-15,3.503880253282545e-12
-0.896551724137931,3.10864e-12,5.27137e-13,3.1530169784460406e-12
-0.8620689655172413,3.19168e-12,-3.8636e-14,3.191913840142932e-12
-0.8275862068965517,2.80755e-12,6.63917e-13,2.884982285108351e-12
-0.7931034482758621,2.70674e-12,-1.92736e-13,2.7135932991692027e-12
-0.7586206896551724,2.56063e-12,8.4777e-13,2.6973208874362725e-12
-0.7241379310344828,2.09878e-12,-1.14576e-13,2.1019051234953495e-12
-0.6896551724137931,2.00952e-12,9.06834e-13,2.2046583712575517e-12
-0.6551724137931034,1.30829e-12,-1.23014e-13,1.3140605649268987e-12
-0.6206896551724138,1.16041e-12,8.88182e-13,1.4613071659387699e-12
-0.5862068965517242,1.66534e-13,-1.46994e-13,2.2212791178057745e-13
-0.5517241379310345,-5.82649e-13,-4.01903e-14,5.840334899773214e-13
-0.5172413793103449,-2.21269e-12,6.28612e-13,2.3002500043786543e-12
-0.48275862068965514,-3.45214e-12,1.25545e-12,3.673339799433208e-12
-0.4482758620689655,-5.25094e-12,1.50414e-12,5.462124863384212e-12
-0.4137931034482759,-8.00432e-12,1.52323e-13,8.005769229669877e-12
-0.3793103448275862,-1.0922e-11,1.97665e-12,1.1099424724844979e-11
-0.3448275862068966,-1.41372e-11,1.12711e-12,1.4182059116789071e-11
-0.31034482758620685,-1.95658e-11,2.3004e-12,1.9700567753240005e-11
-0.27586206896551724,-2.38672e-11,3.11397e-12,2.40694836878754e-11
-0.24137931034482762,-3.02072e-11,2.0748e-12,3.027837061137868e-11
-0.2068965517241379,-3.76146e-11,4.05545e-12,3.783258923021923e-11
-0.1724137931034483,-4.4903e-11,4.57592e-12,4.5135556414498756e-11
-0.13793103448275867,-5.40405e-11,4.70737e-12,5.424513777811704e-11
-0.10344827586206895,-6.54841e-11,6.56189e-12,6.581204869309343e-11
-0.06896551724137934,-7.56128e-11,7.57444e-12,7.599123413363939e-11
-0.034482758620689724,-8.8296e-11,8.07537e-12,8.866450934075539e-11
0.0,-1.01139e-10,1.0914e-11,1.0172616535090665e-10
