voltage,x,y,r
-2.5,9.84818e-12,9.27265e-13,9.891737445596957e-12
-2.413793103448276,9.9441e-12,4.13893e-13,9.952709793088966e-12
-2.3275862068965516,9.74515e-12,1.77637e-15,9.745150161900554e-12
-2.2413793103448274,9.50179e-12,2.84219e-14,9.501832507916544e-12
-2.155172413793103,9.22645e-12,1.27899e-13,9.227336438902668e-12
-2.0689655172413794,9.02572e-12,4.1034e-13,9.03504291268171e-12
-1.9827586206896552,8.8925e-12,2.68232e-13,8.8965445345833e-12
-1.896551724137931,8.55677e-12,-6.64361e-13,8.582522261621057e-12
-1.8103448275862069,7.73964e-12,-1.2328e-12,7.837207613021362e-12
-1.7241379310344827,7.0646e-12,-9.2371e-14,7.0652038584630375e-12
-1.6379310344827585,6.93492e-12,6.19952e-13,6.96257537759585e-12
-1.5517241379310345,6.92604e-12,8.36668e-13,6.976391862834541e-12
-1.4655172413793103,6.77683e-12,1.15464e-12,6.874490408641211e-12
-1.379310344827586,6.37893e-12,1.27898e-12,6.505884857980504e-12
-1.293103448275862,5.41969e-12,9.55687e-13,5.503306037107968e-12
-1.206896551724138,4.04746e-12,1.83854e-13,4.0516335896667655e-12
-1.1206896551724137,2.8564e-12,-1.40333e-12,3.1825078238552688e-12
-1.0344827586206895,1.52057e-12,-4.68073e-13,1.5909825449165054e-12
-0.9482758620689653,-3.15216e-12,1.66001e-12,3.5625476650425325e-12
-0.8620689655172413,-9.79089e-12,1.55787e-12,9.9140549690326e-12
-0.7758620689655171,-1.9509e-11,2.15029e-12,1.9627145184262024e-11
-0.6896551724137929,-3.40761e-11,4.36987e-12,3.435515034207971e-11
-0.603448275862069,-5.46108e-11,6.6063e-12,5.500893269579042e-11
-0.5172413793103448,-8.48002e-11,8.67223e-12,8.524248643260531e-11
-0.43103448275862055,-1.2365e-10,1.20224e-11,1.2423308980203302e-10
-0.34482758620689635,-1.73245e-10,1.60513e-11,1.7398699450444565e-10
-0.25862068965517215,-2.35675e-10,2.17427e-11,2.366758344831386e-10
-0.17241379310344795,-3.24009e-10,3.15767e-11,3.2554403705779957e-10
-0.0862068965517242,-4.06802e-10,4.00748e-11,4.0877115455843993e-10
0.0,-4.97497e-10,4.77203e-11,4.997804438361809e-10
