voltage,x,y,r
-2.5,7.67481e-12,2.52244e-13,7.678954067556077e-12
-2.4310344827586206,7.36661e-12,2.93101e-13,7.372438612040184e-12
-2.3620689655172415,7.18184e-12,2.85107e-13,7.187496906924482e-12
-2.293103448275862,6.85854e-12,1.65202e-13,6.860529325963413e-12
-2.2241379310344827,6.54501e-12,1.00365e-13,6.54577948248526e-12
-2.155172413793103,6.36027e-12,-2.60238e-13,6.365591747005459e-12
-2.086206896551724,6.41356e-12,-3.8103e-13,6.424868538304889e-12
-2.0172413793103448,6.40291e-12,-1.954e-13,6.405890853589374e-12
-1.9482758620689655,6.14711e-12,1.50991e-13,6.148964110659697e-12
-1.8793103448275863,5.91086e-12,3.33069e-13,5.920236557635261e-12
-1.8103448275862069,5.81582e-12,3.09976e-13,5.8240748100428796e-12
-1.7413793103448276,5.7723e-12,-1.68755e-13,5.774766275792035e-12
-1.6724137931034484,5.44811e-12,-4.92054e-13,5.4702851581079385e-12
-1.603448275862069,5.12659e-12,-5.93307e-13,5.160807904228659e-12
-1.5344827586206897,4.76688e-12,-2.48692e-13,4.773362823551548e-12
-1.4655172413793103,4.61411e-12,3.44615e-13,4.626961269594225e-12
-1.396551724137931,4.9232e-12,6.92783e-13,4.971704589483269e-12
-1.3275862068965518,5.07686e-12,-3.73037e-14,5.076997048022945e-12
-1.2586206896551724,4.59635e-12,-7.22093e-13,4.652725182422555e-12
-1.1896551724137931,3.93022e-12,-5.25805e-13,3.965236455298094e-12
-1.1206896551724137,3.70373e-12,-3.26851e-13,3.718124189574764e-12
-1.0517241379310345,3.62556e-12,-9.05057e-13,3.736818631784128e-12
-0.9827586206896552,3.789e-12,-6.53703e-13,3.8449770626375656e-12
-0.9137931034482758,3.30226e-12,6.98112e-13,3.3752453943593495e-12
-0.8448275862068966,2.1574e-12,1.33938e-12,2.5393529775121853e-12
-0.7758620689655173,9.73895e-13,1.09069e-12,1.4622161766048823e-12
-0.7068965517241379,-1.11689e-12,1.15975e-12,1.6101128328784913e-12
-0.6379310344827587,-5.03467e-12,1.89294e-12,5.378766015779084e-12
-0.5689655172413794,-1.205e-11,2.26043e-12,1.2260181229692324e-11
-0.5,-2.1844e-11,2.80577e-12,2.2023457523579262e-11
