voltage,x,y,r
-5.0,-2.84219e-13,1.08003e-12,1.1168013435078774e-12
-3.666666666666667,1.25056e-12,2.10322e-12,2.4469235137208518e-12
-2.3333333333333335,6.59386e-12,5.457e-12,8.55907931378136e-12
-1.0,1.36993e-11,1.4552e-11,1.9985783059214867e-11
0.33333333333333304,1.13005e-10,3.57547e-11,1.1852648901022084e-10
1.666666666666666,2.99226e-10,6.73599e-11,3.0671412618920897e-10
3.0,4.35309e-10,9.01541e-11,4.4454660861130187e-10
4.333333333333332,6.42903e-10,1.2949e-10,6.558139427528208e-10
5.666666666666666,6.49269e-10,1.31195e-10,6.623913966726923e-10
7.0,6.88889e-10,1.3796e-10,7.025674458164141e-10
