voltage,x,y,r
-1.0,2.43451e-12,-4.28104e-13,2.4718640688589654e-12
-0.9724137931034482,2.42563e-12,-4.95607e-13,2.475743766093131e-12
-0.9448275862068966,2.43007e-12,-4.08564e-13,2.4641762816397695e-12
-0.9172413793103448,2.43718e-12,-3.17081e-13,2.457719819865763e-12
-0.8896551724137931,2.32971e-12,-2.56685e-13,2.3438079855920368e-12
-0.8620689655172413,2.1645e-12,-2.75337e-13,2.1819419592576243e-12
-0.8344827586206897,2.06769e-12,-3.66819e-13,2.0999757414934584e-12
-0.8068965517241379,2.0073e-12,-4.25439e-13,2.051889771094198e-12
-0.7793103448275862,2.01174e-12,-4.70738e-13,2.0660813372769233e-12
-0.7517241379310344,1.77459e-12,-4.03235e-13,1.8198264019749247e-12
-0.7241379310344827,1.73551e-12,-2.57129e-13,1.7544544117021108e-12
-0.696551724137931,1.5632e-12,-1.57208e-13,1.5710851648666281e-12
-0.6689655172413793,1.29719e-12,-2.58906e-13,1.3227751936500775e-12
-0.6413793103448275,1.15286e-12,-3.90356e-13,1.2171540520147808e-12
-0.6137931034482758,1.04095e-12,-1.98065e-13,1.0596257106757082e-12
-0.5862068965517241,7.25867e-13,-9.63678e-14,7.322360647809147e-13
-0.5586206896551724,3.98572e-13,-2.66455e-13,4.794349864256883e-13
-0.5310344827586206,2.06058e-13,-1.1502e-13,2.359862279117152e-13
-0.5034482758620689,-2.4203e-14,-2.51356e-13,2.525185615850843e-13
-0.4758620689655172,-3.79032e-13,-1.541e-13,4.0916019726263697e-13
-0.4482758620689654,-7.685e-13,-3.10865e-14,7.691284811279908e-13
-0.42068965517241375,-1.28143e-12,1.34782e-13,1.2884987514250837e-12
-0.39310344827586197,-1.79857e-12,1.76526e-13,1.8072120721088603e-12
-0.3655172413793103,-2.3659e-12,-3.48612e-14,2.3661568234724933e-12
-0.3379310344827585,-2.87594e-12,-2.81998e-14,2.876078252120418e-12
-0.31034482758620685,-3.33579e-12,2.2893e-13,3.34363632427332e-12
-0.28275862068965507,-4.15093e-12,3.81918e-13,4.168462693082907e-12
-0.2551724137931034,-4.91721e-12,1.49437e-13,4.919480216554286e-12
-0.22758620689655162,-5.54271e-12,4.48088e-13,5.560792839141196e-12
-0.2,-6.44865e-12,5.98636e-13,6.476376446979901e-12
