voltage,x,y,r
-5.0,2.08279e-12,-9.45473e-13,2.287341989696556e-12
-4.844827586206897,1.97088e-12,-9.2238e-13,2.176040633536056e-12
-4.689655172413793,1.7395e-12,-6.83013e-13,1.8687875770587196e-12
-4.5344827586206895,1.95712e-12,-9.84553e-13,2.1908133887232385e-12
-4.379310344827586,2.1201e-12,-4.26327e-13,2.162539877303769e-12
-4.224137931034483,2.28086e-12,-6.40824e-13,2.3691723741796415e-12
-4.068965517241379,2.08812e-12,-7.45629e-13,2.2172522950807833e-12
-3.913793103448276,1.39489e-12,-2.34037e-13,1.4143872982563863e-12
-3.7586206896551726,1.43886e-12,5.63995e-14,1.4399649312397334e-12
-3.603448275862069,1.27454e-12,-2.36701e-13,1.2963331265538963e-12
-3.4482758620689653,1.66046e-12,-1.82078e-14,1.6605598259565476e-12
-3.293103448275862,2.78845e-12,-9.67677e-13,2.9515846894217685e-12
-3.1379310344827585,9.37923e-13,6.33719e-13,1.1319449301489892e-12
-2.9827586206896552,1.03385e-12,2.11831e-13,1.0553284773287415e-12
-2.8275862068965516,-1.02363e-13,1.15464e-12,1.1591685439870252e-12
-2.6724137931034484,1.02719e-12,1.63004e-12,1.9266939813317526e-12
-2.5172413793103448,2.77557e-14,1.81367e-12,1.8138823687831828e-12
-2.362068965517241,6.32831e-14,2.42008e-12,2.420907259096393e-12
-2.206896551724138,1.3567e-13,2.76958e-12,2.77290095843685e-12
-2.0517241379310343,-3.41062e-13,2.76247e-12,2.78344459056472e-12
-1.896551724137931,-5.69992e-13,2.94699e-12,3.00160639327744e-12
-1.7413793103448274,-8.54875e-13,3.10597e-12,3.2214687498911115e-12
-1.5862068965517242,-1.30607e-12,3.0629e-12,3.3297410191935343e-12
-1.4310344827586206,-1.73573e-12,2.27464e-12,2.8612489864567887e-12
-1.275862068965517,-2.37256e-12,7.46073e-13,2.4870998924307405e-12
-1.1206896551724137,-3.91978e-12,-7.29642e-13,3.9871108207026295e-12
-0.9655172413793105,-5.80516e-12,3.94354e-12,7.017933481958917e-12
-0.8103448275862064,-9.43429e-12,-7.0877e-13,9.460876424359426e-12
-0.6551724137931032,-1.98465e-11,-5.24029e-13,1.9853417052055322e-11
-0.5,-3.32998e-11,3.86183e-12,3.3522983324711715e-11
