voltage,x,y,r
-2.5,3.28628e-13,-4.42315e-13,5.510344105489239e-13
-2.413793103448276,2.34037e-13,-2.89992e-13,3.726508787498025e-13
-2.3275862068965516,3.65931e-13,-4.17002e-13,5.547938038271516e-13
-2.2413793103448274,1.47883e-13,-5.29358e-13,5.496264857637413e-13
-2.155172413793103,2.36257e-13,-4.08564e-13,4.719554133019347e-13
-2.0689655172413794,3.31292e-13,-5.08042e-13,6.065155093054092e-13
-1.9827586206896552,4.59636e-13,-3.09532e-13,5.541437643067004e-13
-1.896551724137931,2.18493e-13,-3.21522e-13,3.88735884030533e-13
-1.8103448275862069,2.91324e-13,-5.14703e-13,5.914294980680284e-13
-1.7241379310344827,2.4847e-13,-3.26629e-13,4.103947423408346e-13
-1.6379310344827585,4.31656e-13,-4.76067e-13,6.426248445438443e-13
-1.5517241379310345,3.9191e-13,-3.10864e-13,5.002298217779503e-13
-1.4655172413793103,4.44757e-13,-3.19746e-14,4.4590488233945143e-13
-1.379310344827586,2.2582e-13,-2.79112e-13,3.5902392809393636e-13
-1.293103448275862,9.45914e-14,-5.02268e-13,5.110975217881222e-13
-1.206896551724138,-6.30611e-14,-5.61776e-13,5.653043220330178e-13
-1.1206896551724137,1.22569e-13,-2.48248e-13,2.768577780467798e-13
-1.0344827586206895,1.28787e-13,-1.97176e-13,2.3550895173007756e-13
-0.9482758620689653,1.27899e-13,-3.93021e-13,4.1330819087213843e-13
-0.8620689655172413,1.9651e-13,-2.93545e-13,3.532489874366238e-13
-0.7758620689655171,-1.28343e-13,-5.54449e-13,5.691094967139451e-13
-0.6896551724137929,-1.41443e-13,-5.46011e-13,5.640338060524387e-13
-0.603448275862069,-3.69706e-13,-4.17668e-13,5.57789462664902e-13
-0.5172413793103448,-5.19366e-13,-2.47137e-13,5.751675744728661e-13
-0.43103448275862055,-1.12666e-12,-8.43774e-14,1.1298151624185081e-12
-0.34482758620689635,-1.74639e-12,-2.65789e-13,1.7664998795983543e-12
-0.25862068965517215,-2.60504e-12,7.46074e-14,2.6061081454411595e-12
-0.17241379310344795,-3.67531e-12,4.35431e-13,3.701013881608795e-12
-0.0862068965517242,-5.28269e-12,3.88802e-13,5.296978443537787e-12
0.0,-6.97667e-12,6.19952e-13,7.004160532940689e-12
