voltage,x,y,r
-5.0,4.82994e-12,-9.55687e-13,4.9235818309000416e-12
-4.844827586206897,4.77665e-12,-1.19372e-12,4.9235508183525436e-12
-4.689655172413793,4.49155e-12,-5.80872e-13,4.52895503211105e-12
-4.5344827586206895,4.68783e-12,-8.07358e-13,4.7568452832800856e-12
-4.379310344827586,4.59546e-12,-8.91735e-13,4.681179757478343e-12
-4.224137931034483,3.87337e-12,-1.63426e-13,3.876816118205247e-12
-4.068965517241379,4.34766e-12,-6.07518e-13,4.389900408428875e-12
-3.913793103448276,3.66732e-12,3.36621e-13,3.682736710659751e-12
-3.7586206896551726,4.04834e-12,1.11911e-13,4.049886520326341e-12
-3.603448275862069,3.9462e-12,3.54385e-13,3.962080661499082e-12
-3.4482758620689653,3.14061e-12,8.39332e-13,3.2508321055268293e-12
-3.293103448275862,2.82886e-12,7.6739e-13,2.9310981409192016e-12
-3.1379310344827585,3.03581e-12,9.53911e-13,3.1821515601902123e-12
-2.9827586206896552,2.6157e-12,1.51879e-12,3.0246668501010155e-12
-2.8275862068965516,2.09434e-12,9.96543e-13,2.319344300971505e-12
-2.6724137931034484,2.51711e-12,2.24178e-12,3.3706706039748235e-12
-2.5172413793103448,1.46372e-12,1.10312e-12,1.8328529599506886e-12
-2.362068965517241,1.5632e-12,2.70407e-12,3.1233937960013942e-12
-2.206896551724138,1.22836e-12,3.35111e-12,3.5691464696338814e-12
-2.0517241379310343,1.19772e-12,3.22543e-12,3.4406295765891454e-12
-1.896551724137931,7.51847e-13,9.33038e-13,1.1982628346289474e-12
-1.7413793103448274,-4.12117e-13,2.90969e-12,2.9387303921573e-12
-1.5862068965517242,-7.72719e-13,3.76901e-12,3.8474057536294505e-12
-1.4310344827586206,-3.4195e-13,3.2694e-12,3.2872338162199537e-12
-1.275862068965517,-2.81998e-13,4.78732e-13,5.556142545219659e-13
-1.1206896551724137,-2.30573e-12,-2.74937e-12,3.588234416784946e-12
-0.9655172413793105,-6.80436e-12,-2.82975e-12,7.369314762723873e-12
-0.8103448275862064,-1.72636e-11,1.64935e-12,1.734220978948473e-11
-0.6551724137931032,-3.09301e-11,2.99318e-12,3.107459110788749e-11
-0.5,-5.46108e-11,-3.73037e-13,5.461207406099286e-11
