voltage,x,y,r
-5.0,8.83741e-13,-8.54431e-13,1.2292479362772997e-12
-4.844827586206897,7.62949e-13,-8.35779e-13,1.1316438103228418e-12
-4.689655172413793,5.73767e-13,-9.45029e-13,1.1055715178720915e-12
-4.5344827586206895,8.15795e-13,-9.93435e-13,1.2854705680216876e-12
-4.379310344827586,9.84109e-13,-8.34891e-13,1.2905477541579002e-12
-4.224137931034483,9.40144e-13,-7.12323e-13,1.1795231227343531e-12
-4.068965517241379,1.09646e-12,-9.00616e-13,1.4189199100217038e-12
-3.913793103448276,8.92179e-13,-6.48818e-13,1.1031537359611308e-12
-3.7586206896551726,8.35779e-13,-4.59858e-13,9.539370613436718e-13
-3.603448275862069,7.06993e-13,-4.04345e-13,8.14453179178521e-13
-3.4482758620689653,6.28612e-13,-3.31292e-13,7.105683892546868e-13
-3.293103448275862,6.81902e-13,-3.25519e-13,7.556142911333797e-13
-3.1379310344827585,6.28834e-13,-6.50816e-13,9.049826879073433e-13
-2.9827586206896552,3.98794e-13,-1.64314e-14,3.9913236569083193e-13
-2.8275862068965516,4.49864e-13,-7.41632e-13,8.674074255619443e-13
-2.6724137931034484,1.40777e-13,1.11467e-13,1.7956351471833023e-13
-2.5172413793103448,5.91974e-13,1.1724e-13,6.034719830083249e-13
-2.362068965517241,-3.10864e-15,-5.49786e-13,5.49794788478983e-13
-2.206896551724138,-1.04361e-13,7.19429e-14,1.267556672555906e-13
-2.0517241379310343,3.495e-13,-7.82489e-13,8.569943320238471e-13
-1.896551724137931,1.04361e-13,-6.06629e-13,6.155403820725331e-13
-1.7413793103448274,4.3965e-14,-2.80666e-13,2.840885861505175e-13
-1.5862068965517242,1.64314e-13,2.40698e-13,2.9143544362345496e-13
-1.4310344827586206,-1.05694e-13,-6.21728e-15,1.058767028509974e-13
-1.275862068965517,-7.48294e-13,8.23345e-13,1.1125829854267051e-12
-1.1206896551724137,-1.04806e-12,1.08758e-12,1.5103840637400807e-12
-0.9655172413793105,-2.20847e-12,1.26033e-12,2.5427881252278964e-12
-0.8103448275862064,-3.65177e-12,5.95083e-13,3.699938906223858e-12
-0.6551724137931032,-6.49128e-12,-1.00365e-13,6.492055850932352e-12
-0.5,-1.0922e-11,-1.45662e-13,1.0922971272426016e-11
