voltage,x,y,r
-2.5,5.55514e-12,4.97382e-14,5.555362662161602e-12
-2.413793103448276,5.04088e-12,-2.21157e-13,5.045729044751512e-12
-2.3275862068965516,5.28957e-12,-1.03029e-13,5.2905732921622965e-12
-2.2413793103448274,5.01824e-12,3.45947e-13,5.03015029839159e-12
-2.155172413793103,4.60346e-12,1.55432e-14,4.603486240086555e-12
-2.0689655172413794,4.76155e-12,-4.02347e-13,4.778518756990392e-12
-1.9827586206896552,4.65231e-12,-4.13449e-13,4.670645395627996e-12
-1.896551724137931,4.6825e-12,-4.37874e-13,4.702928862940199e-12
-1.8103448275862069,4.39696e-12,-2.26042e-13,4.4027664288903635e-12
-1.7241379310344827,4.35432e-12,-1.37669e-13,4.3564957725172875e-12
-1.6379310344827585,4.22731e-12,-1.08358e-13,4.2286985340958035e-12
-1.5517241379310345,4.05057e-12,-5.77319e-15,4.050574114199465e-12
-1.4655172413793103,3.79255e-12,6.7502e-14,3.7931506722649445e-12
-1.379310344827586,3.53141e-12,-2.80666e-13,3.5425456936581638e-12
-1.293103448275862,3.0136e-12,-5.83981e-13,3.0696610184776104e-12
-1.206896551724138,2.30839e-12,2.43363e-13,2.3211828755763733e-12
-1.1206896551724137,2.3266e-12,6.84345e-13,2.425158889438999e-12
-1.0344827586206895,1.48016e-12,-3.29072e-13,1.5162987854588555e-12
-0.9482758620689653,-4.96495e-13,-6.59476e-13,8.254791818095718e-13
-0.8620689655172413,-3.0045e-12,3.10642e-13,3.0205162972849525e-12
-0.7758620689655171,-5.56757e-12,1.15153e-12,5.685407377294964e-12
-0.6896551724137929,-9.46582e-12,4.472e-13,9.476377794938316e-12
-0.603448275862069,-1.34124e-11,1.07914e-12,1.3455742896607381e-11
-0.5172413793103448,-2.39223e-11,2.97541e-12,2.410662775997713e-11
-0.43103448275862055,-3.31151e-11,2.61126e-12,3.3217894677381346e-11
-0.34482758620689635,-4.52582e-11,3.42838e-12,4.5387866844173236e-11
-0.25862068965517215,-5.79095e-11,5.67371e-12,5.818677835568919e-11
-0.17241379310344795,-7.85296e-11,8.16774e-12,7.895321432891507e-11
-0.0862068965517242,-9.97891e-11,1.0072e-11,1.0029610990865997e-10
0.0,-1.20125e-10,1.23848e-11,1.2076174434000197e-10
