voltage,x,y,r
-2.5,8.19349e-14,-7.00998e-13,7.05770163609946e-13
-2.413793103448276,7.57176e-14,-6.79238e-13,6.83445254277005e-13
-2.3275862068965516,-1.00587e-13,-8.34669e-13,8.407080849676659e-13
-2.2413793103448274,1.84298e-14,-4.74735e-13,4.750925991352002e-13
-2.155172413793103,-5.12925e-14,-8.06247e-13,8.078769371415735e-13
-2.0689655172413794,-5.06264e-14,-7.57176e-13,7.58866607087807e-13
-1.9827586206896552,-6.92784e-14,-6.54147e-13,6.578052860197766e-13
-1.896551724137931,-1.30563e-13,-7.90482e-13,8.011919178904641e-13
-1.8103448275862069,1.97621e-14,-6.59698e-13,6.599939331542449e-13
-1.7241379310344827,-4.68516e-14,-5.3824e-13,5.402752724515162e-13
-1.6379310344827585,-2.10055e-13,-7.99142e-13,8.262875039530732e-13
-1.5517241379310345,4.32989e-14,-6.46375e-13,6.478236143937715e-13
-1.4655172413793103,-2.93101e-14,-7.71164e-13,7.717208024007193e-13
-1.379310344827586,-1.55432e-15,-6.295e-13,6.295019189094362e-13
-1.293103448275862,-1.62094e-14,-6.55479e-13,6.55679391234283e-13
-1.206896551724138,-1.64314e-14,-6.54813e-13,6.550191263428572e-13
-1.1206896551724137,1.14798e-13,-7.3808e-13,7.469542604497279e-13
-1.0344827586206895,-9.01505e-14,-7.64725e-13,7.70020414193838e-13
-0.9482758620689653,9.88103e-14,-7.92703e-13,7.988376065228088e-13
-0.8620689655172413,1.55432e-14,-6.44155e-13,6.443424982811858e-13
-0.7758620689655171,-1.70975e-14,-7.01886e-13,7.02094211272426e-13
-0.6896551724137929,-7.54957e-15,-9.81888e-13,9.8191702325155e-13
-0.603448275862069,1.30119e-13,-8.52433e-13,8.623067746747674e-13
-0.5172413793103448,-3.57494e-14,-6.73465e-13,6.744131714500837e-13
-0.43103448275862055,3.3529e-14,-7.36303e-13,7.370660090181882e-13
-0.34482758620689635,-4.48532e-14,-8.04693e-13,8.059420784394124e-13
-0.25862068965517215,1.66535e-14,-6.70578e-13,6.707847591785685e-13
-0.17241379310344795,-4.44093e-16,-5.61332e-13,5.613321756701576e-13
-0.0862068965517242,3.3973e-14,-6.30832e-13,6.317461333106836e-13
0.0,-4.81839e-14,-6.65027e-13,6.667702744935546e-13
