voltage,x,y,r
-2.5,5.80872e-13,-5.93307e-13,8.303164918469342e-13
-2.413793103448276,6.54591e-13,-9.72562e-13,1.172333664587433e-12
-2.3275862068965516,6.32387e-13,-7.76271e-13,1.0012542050897964e-12
-2.2413793103448274,6.77017e-13,-4.57637e-13,8.171802996022359e-13
-2.155172413793103,9.9077e-13,-7.89372e-13,1.266780702128036e-12
-2.0689655172413794,7.14543e-13,-6.87009e-13,9.91238147434813e-13
-1.9827586206896552,5.86201e-13,-5.44013e-13,7.997385551353643e-13
-1.896551724137931,5.5778e-13,-4.78732e-13,7.350529615095771e-13
-1.8103448275862069,5.56447e-13,-7.70942e-13,9.507811689200623e-13
-1.7241379310344827,8.12243e-13,-6.73243e-13,1.05498570042347e-12
-1.6379310344827585,6.30166e-13,-4.05899e-13,7.495753369455268e-13
-1.5517241379310345,3.68152e-13,-2.01173e-13,4.195312515570205e-13
-1.4655172413793103,7.38524e-13,-3.33513e-13,8.103385833989394e-13
-1.379310344827586,6.50594e-13,-4.98938e-13,8.198851631051754e-13
-1.293103448275862,5.84647e-13,-1.10357e-13,5.949712447320459e-13
-1.206896551724138,4.66075e-13,-2.50468e-13,5.291125822062824e-13
-1.1206896551724137,5.1659e-13,-7.77162e-15,5.166484551195566e-13
-1.0344827586206895,2.05614e-13,1.9318e-14,2.0651949573829586e-13
-0.9482758620689653,-9.58127e-14,-6.83902e-14,1.1771700360326033e-13
-0.8620689655172413,-4.12672e-13,1.84853e-13,4.521822765135759e-13
-0.7758620689655171,-6.11403e-13,2.55908e-13,6.627990139348428e-13
-0.6896551724137929,-1.38878e-12,-3.46392e-14,1.3892119214060323e-12
-0.603448275862069,-2.13253e-12,1.0505e-12,2.377232519317368e-12
-0.5172413793103448,-3.76368e-12,2.12276e-13,3.769661555441815e-12
-0.43103448275862055,-5.91263e-12,9.32592e-14,5.913365437319483e-12
-0.34482758620689635,-9.43295e-12,5.04045e-13,9.446407098178916e-12
-0.25862068965517215,-1.40564e-11,2.50112e-12,1.4277183973543243e-11
-0.17241379310344795,-1.92727e-11,2.8031e-12,1.9475480350943852e-11
-0.0862068965517242,-2.56791e-11,2.4727e-12,2.5797876309882562e-11
0.0,-3.40512e-11,4.2846e-12,3.43197030668973e-11
