#Thorlabs FTS
[SpectrumHeader]
#Date,20260821
#Time,9492298
#GMTTime,12492298
#Instrument,0
#InstrModel,CCS200
#Series,0
#InterferometerSerial,M00404267
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_vac
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,500.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,9799.268555
#WnrMax,51674.531250
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.360000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
1.935262604e+02,5.756922532e-03
1.937292786e+02,6.414073985e-03
1.939322968e+02,9.097442962e-03
1.941353455e+02,-3.764931462e-04
1.943384094e+02,5.045007914e-03
1.945414886e+02,-3.826539265e-03
1.947445831e+02,1.868774998e-03
1.949476929e+02,4.990245216e-03
1.951508179e+02,2.553307917e-03
1.953539734e+02,4.141424317e-03
1.955571442e+02,1.142485533e-02
1.957603149e+02,4.196187016e-03
1.959635010e+02,5.893828813e-03
1.961667175e+02,2.197350841e-03
1.963699341e+02,2.854502527e-03
1.965731812e+02,2.252113540e-03
1.967764435e+02,8.303385228e-03
1.969797211e+02,2.169969492e-03
1.971830139e+02,3.484272864e-03
1.973863220e+02,5.866447464e-03
1.975896301e+02,2.936646575e-03
1.977929840e+02,4.360475112e-03
1.979963379e+02,2.334257355e-03
1.981997070e+02,1.375911292e-03
1.984030914e+02,-1.006263425e-03
1.986064911e+02,1.430673874e-03
1.988099365e+02,-3.764931462e-04
1.990133667e+02,7.454564329e-03
1.992168121e+02,-3.662251402e-03
1.994202881e+02,2.443782752e-03
1.996237793e+02,2.553307917e-03
1.998272705e+02,-1.307458035e-03
2.000308075e+02,2.964027692e-03
2.002343292e+02,4.449464323e-04
2.004378815e+02,5.674778484e-03
2.006414642e+02,2.532771905e-04
2.008450317e+02,-4.456309602e-03
2.010486298e+02,1.293767360e-03
2.012522583e+02,7.892665453e-03
2.014558868e+02,4.168805666e-03
2.016595306e+02,5.045007914e-03
2.018632050e+02,4.552144092e-03
2.020668793e+02,4.997091019e-04
2.022705688e+02,-3.217305057e-04
2.024742889e+02,6.550980732e-03
2.026780090e+02,-5.407810677e-04
2.028817596e+02,2.744977130e-03
2.030855103e+02,-1.608652528e-03
2.032893066e+02,1.704487135e-03
2.034930878e+02,-4.511072300e-03
2.036968994e+02,4.962863866e-03
2.039007263e+02,3.080398310e-04
2.041045685e+02,1.102098147e-03
2.043084259e+02,1.896156347e-03
2.045122986e+02,4.990245216e-03
2.047162018e+02,2.525926800e-03
2.049200897e+02,8.905773982e-03
2.051240234e+02,2.662833314e-03
2.053279572e+02,-5.407810677e-04
2.055319214e+02,3.511654213e-03
2.057358856e+02,8.193859830e-03
2.059398804e+02,2.717596013e-03
2.061438751e+02,6.605743431e-03
2.063479004e+02,6.277167238e-03
2.065519257e+02,4.004518036e-03
2.067559814e+02,-4.038744664e-04
2.069600525e+02,3.210459603e-03
2.071641388e+02,1.458055223e-03
2.073682251e+02,-9.241194930e-04
2.075723572e+02,2.033062978e-03
2.077764740e+02,1.163706038e-04
2.079806213e+02,5.455727689e-03
2.081847992e+02,6.195023656e-03
2.083889771e+02,9.925728664e-04
2.085931702e+02,5.270903930e-04
2.087973785e+02,1.189033780e-02
2.090016174e+02,2.580689266e-03
2.092058563e+02,4.997091019e-04
2.094101105e+02,5.818530335e-04
2.096143951e+02,1.375911292e-03
2.098186798e+02,9.104288765e-04
2.100229950e+02,9.754595347e-03
2.102273254e+02,1.540199155e-03
2.104316559e+02,4.250949714e-03
2.106360168e+02,2.224732190e-03
2.108403778e+02,2.224732190e-03
2.110447693e+02,8.009035955e-04
2.112491760e+02,3.073553089e-03
2.114535980e+02,9.781976230e-03
2.116580353e+02,1.071294118e-02
2.118624878e+02,3.785467474e-03
2.120669556e+02,-5.524181295e-03
2.122714386e+02,8.905773982e-03
2.124759521e+02,1.437519240e-04
2.126804504e+02,5.181914661e-03
2.128849945e+02,4.305712413e-03
2.130895386e+02,1.851661690e-02
2.132940979e+02,4.470000509e-03
2.134986877e+02,4.278331064e-03
2.137032928e+02,-4.586371069e-04
2.139078827e+02,6.687887013e-03
2.141125183e+02,8.604579605e-03
2.143171692e+02,6.687887013e-03
2.145218353e+02,8.282848867e-04
2.147265015e+02,3.566416912e-03
2.149311981e+02,8.282848867e-04
2.151359100e+02,-1.033644774e-03
2.153406219e+02,3.593798028e-03
2.155453644e+02,1.978300279e-03
2.157501221e+02,3.703323426e-03
2.159549103e+02,8.823630400e-03
2.161596832e+02,4.114042968e-03
2.163644867e+02,2.197350841e-03
2.165693207e+02,6.633124780e-03
2.167741547e+02,6.633124780e-03
2.169789886e+02,-3.662251402e-03
2.171838684e+02,7.187596057e-04
2.173887482e+02,-8.145942702e-04
2.175936584e+02,6.639969652e-04
2.177985535e+02,1.293767360e-03
2.180034943e+02,2.827121178e-03
2.182084503e+02,-3.764931462e-04
2.184134064e+02,6.605743431e-03
