u	b	c
-5.0	7.80236e-10	-3.84718e-10
-4.333333333333333	5.33195e-10	-3.68006e-10
-3.666666666666667	5.31262e-10	-3.67665e-10
-3.0	5.31262e-10	-3.67779e-10
-2.3333333333333335	5.3149e-10	-3.67779e-10
-1.666666666666667	5.31831e-10	-3.68233e-10
-1.0	5.32172e-10	-3.68688e-10
-0.3333333333333339	5.32626e-10	-3.68461e-10
0.33333333333333304	5.51385e-10	-3.69711e-10
1.0	6.12662e-10	-3.73577e-10
1.666666666666666	6.80874e-10	-3.78352e-10
2.333333333333333	7.4704e-10	-3.82785e-10
3.0	8.07635e-10	-3.8631e-10
3.666666666666666	8.59931e-10	-3.89607e-10
4.333333333333332	9.04496e-10	-3.92335e-10
5.0	9.39743e-10	-3.94381e-10
5.666666666666666	9.66118e-10	-3.96087e-10
6.333333333333332	1.00773e-09	-3.99043e-10
7.0	1.03888e-09	-4.00748e-10
