u	b	c
2.0	1.56207e-10	-1.22328e-10
1.8333333333333333	2.79785e-10	-1.30286e-10
1.6666666666666667	2.70804e-10	-1.29945e-10
1.5	2.64892e-10	-1.2949e-10
1.3333333333333335	2.5682e-10	-1.29263e-10
1.1666666666666667	2.47043e-10	-1.28012e-10
1.0	2.38176e-10	-1.27444e-10
0.8333333333333335	2.2908e-10	-1.27216e-10
0.6666666666666667	2.16915e-10	-1.26193e-10
0.5	2.07252e-10	-1.25739e-10
0.3333333333333335	1.99976e-10	-1.25056e-10
0.16666666666666674	1.8838e-10	-1.24261e-10
0.0	1.82696e-10	-1.24033e-10
-0.16666666666666652	1.74965e-10	-1.22896e-10
-0.33333333333333304	1.66779e-10	-1.22442e-10
-0.5	1.60527e-10	-1.22101e-10
-0.6666666666666665	1.57343e-10	-1.22214e-10
-0.833333333333333	1.55979e-10	-1.22214e-10
-1.0	1.55524e-10	-1.22214e-10
-1.1666666666666665	1.55979e-10	-1.22214e-10
-1.333333333333333	1.55183e-10	-1.22101e-10
-1.5	1.55297e-10	-1.22328e-10
-1.6666666666666665	1.55979e-10	-1.22442e-10
-1.833333333333333	1.56093e-10	-1.22214e-10
-2.0	1.55638e-10	-1.22101e-10
