u	b	c
-2.0	1.70747e-09	-4.40652e-10
-1.8333333333333333	5.44677e-10	-3.6812e-10
-1.6666666666666667	5.34218e-10	-3.67324e-10
-1.5	5.33309e-10	-3.67438e-10
-1.3333333333333335	5.3274e-10	-3.67551e-10
-1.1666666666666667	5.32854e-10	-3.67551e-10
-1.0	5.32967e-10	-3.67551e-10
-0.8333333333333335	5.34332e-10	-3.67665e-10
-0.6666666666666667	5.36946e-10	-3.68006e-10
-0.5	5.4354e-10	-3.68461e-10
-0.3333333333333335	5.55932e-10	-3.6937e-10
-0.16666666666666674	5.75827e-10	-3.70393e-10
0.0	6.00952e-10	-3.71758e-10
0.16666666666666652	6.33467e-10	-3.73918e-10
0.33333333333333304	6.68141e-10	-3.76192e-10
0.5	7.03043e-10	-3.78465e-10
0.6666666666666665	7.38172e-10	-3.80739e-10
0.833333333333333	7.71141e-10	-3.83013e-10
1.0	8.06953e-10	-3.85628e-10
1.1666666666666665	8.42196e-10	-3.87901e-10
1.333333333333333	8.77098e-10	-3.90516e-10
1.5	9.1325e-10	-3.9279e-10
1.6666666666666665	9.45313e-10	-3.94381e-10
1.833333333333333	9.71802e-10	-3.96314e-10
2.0	9.96472e-10	-3.98133e-10
