u	b	c
-2.0	7.8342e-10	-3.8415e-10
-1.8333333333333333	5.42062e-10	-3.6937e-10
-1.6666666666666667	5.38424e-10	-3.68802e-10
-1.5	5.38424e-10	-3.69143e-10
-1.3333333333333335	5.3706e-10	-3.68802e-10
-1.1666666666666667	5.36719e-10	-3.68688e-10
-1.0	5.36833e-10	-3.68916e-10
-0.8333333333333335	5.3797e-10	-3.68916e-10
-0.6666666666666667	5.37856e-10	-3.68802e-10
-0.5	5.38424e-10	-3.69143e-10
-0.3333333333333335	5.41153e-10	-3.68916e-10
-0.16666666666666674	5.44564e-10	-3.6937e-10
0.0	5.50475e-10	-3.69484e-10
0.16666666666666652	5.56273e-10	-3.69939e-10
0.33333333333333304	5.64004e-10	-3.70393e-10
0.5	5.71621e-10	-3.71076e-10
0.6666666666666665	5.78442e-10	-3.7153e-10
0.833333333333333	5.85718e-10	-3.71985e-10
1.0	5.91971e-10	-3.72212e-10
1.1666666666666665	5.99929e-10	-3.72554e-10
1.333333333333333	6.07546e-10	-3.73122e-10
1.5	6.15277e-10	-3.73804e-10
1.6666666666666665	6.21871e-10	-3.74145e-10
1.833333333333333	6.30056e-10	-3.746e-10
2.0	6.36764e-10	-3.75509e-10
