u	b	c
2.0	1.55752e-10	-1.22101e-10
1.8333333333333333	2.09185e-10	-1.25397e-10
1.6666666666666667	2.07593e-10	-1.25625e-10
1.5	2.04296e-10	-1.24602e-10
1.3333333333333335	2.01681e-10	-1.24488e-10
1.1666666666666667	1.9702e-10	-1.24147e-10
1.0	1.95429e-10	-1.24374e-10
0.8333333333333335	1.89403e-10	-1.23692e-10
0.6666666666666667	1.86675e-10	-1.23578e-10
0.5	1.83491e-10	-1.23124e-10
0.3333333333333335	1.78148e-10	-1.23124e-10
0.16666666666666674	1.7451e-10	-1.22328e-10
0.0	1.69849e-10	-1.22101e-10
-0.16666666666666652	1.65984e-10	-1.21646e-10
-0.33333333333333304	1.63142e-10	-1.21873e-10
-0.5	1.59731e-10	-1.21532e-10
-0.6666666666666665	1.5848e-10	-1.21305e-10
-0.833333333333333	1.57912e-10	-1.21759e-10
-1.0	1.57571e-10	-1.21305e-10
-1.1666666666666665	1.57912e-10	-1.21532e-10
-1.333333333333333	1.57571e-10	-1.21305e-10
-1.5	1.58821e-10	-1.20736e-10
-1.6666666666666665	1.58026e-10	-1.21646e-10
-1.833333333333333	1.58708e-10	-1.20736e-10
-2.0	1.58935e-10	-1.20736e-10
