u	b	c
2.0	1.54388e-10	-1.20168e-10
1.8333333333333333	3.2867e-10	-1.32673e-10
1.6666666666666667	3.18211e-10	-1.32105e-10
1.5	3.07184e-10	-1.31195e-10
1.3333333333333335	2.98316e-10	-1.30968e-10
1.1666666666666667	2.86265e-10	-1.30172e-10
1.0	2.81604e-10	-1.29718e-10
0.8333333333333335	2.68416e-10	-1.28694e-10
0.6666666666666667	2.56934e-10	-1.2824e-10
0.5	2.43064e-10	-1.27444e-10
0.3333333333333335	2.30217e-10	-1.26534e-10
0.16666666666666674	2.14073e-10	-1.25397e-10
0.0	1.97589e-10	-1.24147e-10
-0.16666666666666652	1.84287e-10	-1.23124e-10
-0.33333333333333304	1.72919e-10	-1.22442e-10
-0.5	1.67348e-10	-1.21418e-10
-0.6666666666666665	1.60186e-10	-1.21532e-10
-0.833333333333333	1.55411e-10	-1.21305e-10
-1.0	1.54615e-10	-1.21305e-10
-1.1666666666666665	1.54615e-10	-1.21418e-10
-1.333333333333333	1.54615e-10	-1.21077e-10
-1.5	1.54388e-10	-1.21305e-10
-1.6666666666666665	1.53819e-10	-1.21305e-10
-1.833333333333333	1.53705e-10	-1.21418e-10
-2.0	1.53705e-10	-1.21532e-10
