u	b	c
5.0	7.06497e-11	-8.94294e-11
4.285714285714286	1.26051e-11	-5.39446e-11
3.571428571428571	1.66694e-11	-5.72913e-11
2.857142857142857	2.59704e-11	-6.80633e-11
2.142857142857143	2.75692e-11	-6.23861e-11
1.4285714285714284	3.14346e-11	-5.46125e-11
0.7142857142857144	3.80498e-11	-5.7945e-11
0.0	4.4871e-11	-5.41791e-11
-0.7142857142857144	5.40299e-11	-5.09888e-11
-1.4285714285714288	5.77318e-11	-5.4776e-11
-2.1428571428571432	5.77247e-11	-5.16709e-11
-2.8571428571428577	5.7881e-11	-4.97666e-11
-3.571428571428571	5.867e-11	-4.6555e-11
-4.2857142857142865	5.8336e-11	-4.48568e-11
-5.0	5.84142e-11	-4.33149e-11
