u	b	c
2.0	1.57571e-10	-1.22669e-10
1.8333333333333333	4.40766e-10	-1.41541e-10
1.6666666666666667	4.23144e-10	-1.4029e-10
1.5	4.05636e-10	-1.38926e-10
1.3333333333333335	2.54092e-10	-1.29149e-10
1.1666666666666667	2.07025e-10	-1.25966e-10
1.0	2.03046e-10	-1.25739e-10
0.8333333333333335	1.98043e-10	-1.25056e-10
0.6666666666666667	1.93951e-10	-1.24488e-10
0.5	1.91108e-10	-1.24374e-10
0.3333333333333335	1.85083e-10	-1.22783e-10
0.16666666666666674	1.81445e-10	-1.22328e-10
0.0	1.75079e-10	-1.22669e-10
-0.16666666666666652	1.70872e-10	-1.21759e-10
-0.33333333333333304	1.68712e-10	-1.22214e-10
-0.5	1.61095e-10	-1.21305e-10
-0.6666666666666665	1.58367e-10	-1.21305e-10
-0.833333333333333	1.57912e-10	-1.21191e-10
-1.0	1.56775e-10	-1.22214e-10
-1.1666666666666665	1.5632e-10	-1.22214e-10
-1.333333333333333	1.56093e-10	-1.22101e-10
-1.5	1.56093e-10	-1.22214e-10
-1.6666666666666665	1.55638e-10	-1.22214e-10
-1.833333333333333	1.55979e-10	-1.21532e-10
-2.0	1.56093e-10	-1.21077e-10
