#Thorlabs FTS
[SpectrumHeader]
#Date,20260814
#Time,13014206
#GMTTime,16014206
#Instrument,0
#InstrModel,CCS200
#Series,0
#InterferometerSerial,M00404267
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_vac
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,2000.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,9799.268555
#WnrMax,51674.531250
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.360000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
1.935262604e+02,7.751204073e-03
1.937292786e+02,5.525809713e-03
1.939322968e+02,5.488143303e-03
1.941353455e+02,7.258778438e-03
1.943384094e+02,7.338110358e-03
1.945414886e+02,2.056713914e-03
1.947445831e+02,3.402012866e-03
1.949476929e+02,6.633894518e-03
1.951508179e+02,6.456526928e-03
1.953539734e+02,4.302926362e-03
1.955571442e+02,3.493857570e-03
1.957603149e+02,3.441922367e-03
1.959635010e+02,3.939092159e-03
1.961667175e+02,4.507597536e-03
1.963699341e+02,5.490910262e-03
1.965731812e+02,7.888795808e-03
1.967764435e+02,1.785570756e-03
1.969797211e+02,5.313225091e-03
1.971830139e+02,3.903480247e-03
1.973863220e+02,6.819783710e-03
1.975896301e+02,5.222609732e-03
1.977929840e+02,4.279907793e-03
1.979963379e+02,6.018805318e-03
1.981997070e+02,6.320776418e-03
1.984030914e+02,9.403072298e-03
1.986064911e+02,3.909275401e-03
1.988099365e+02,8.201199817e-04
1.990133667e+02,4.979123361e-03
1.992168121e+02,7.239014376e-03
1.994202881e+02,5.292769521e-03
1.996237793e+02,2.305737231e-03
1.998272705e+02,7.004041225e-03
2.000308075e+02,3.953441512e-03
2.002343292e+02,5.068685859e-03
2.004378815e+02,8.610002697e-04
2.006414642e+02,1.954166219e-03
2.008450317e+02,4.934421275e-03
2.010486298e+02,5.062538199e-03
2.012522583e+02,3.671626560e-03
2.014558868e+02,6.706563756e-03
2.016595306e+02,6.564923562e-03
2.018632050e+02,4.458420910e-03
2.020668793e+02,9.236987680e-03
2.022705688e+02,8.370725438e-03
2.024742889e+02,6.210842170e-03
2.026780090e+02,6.448531989e-03
2.028817596e+02,5.964804441e-03
2.030855103e+02,9.106110781e-03
2.032893066e+02,5.062404089e-03
2.034930878e+02,5.132997409e-03
2.036968994e+02,4.319951870e-03
2.039007263e+02,8.129956201e-03
2.041045685e+02,4.324166104e-03
2.043084259e+02,9.029680863e-03
2.045122986e+02,5.003133789e-03
2.047162018e+02,7.994865999e-03
2.049200897e+02,6.027152762e-03
2.051240234e+02,1.453743316e-03
2.053279572e+02,8.203318343e-03
2.055319214e+02,8.557008579e-03
2.057358856e+02,7.249335293e-03
2.059398804e+02,5.463730078e-03
2.061438751e+02,5.876162089e-03
2.063479004e+02,4.366844893e-03
2.065519257e+02,3.713467158e-03
2.067559814e+02,3.780063242e-03
2.069600525e+02,3.480954096e-03
2.071641388e+02,4.879324697e-03
2.073682251e+02,9.052854963e-03
2.075723572e+02,5.043042824e-03
2.077764740e+02,4.243510775e-03
2.079806213e+02,6.344703957e-03
2.081847992e+02,5.108552985e-03
2.083889771e+02,8.657675236e-03
