u	b	c
-5.0	1.8865e-11	-1.43282e-10
-4.583333333333333	1.28325e-11	-1.42898e-10
-4.166666666666667	1.26193e-11	-1.42891e-10
-3.75	1.25838e-11	-1.42827e-10
-3.333333333333333	1.39409e-11	-1.42628e-10
-2.9166666666666665	1.21432e-11	-1.42841e-10
-2.5	1.19088e-11	-1.42934e-10
-2.083333333333333	1.17737e-11	-1.42898e-10
-1.6666666666666665	1.13901e-11	-1.42834e-10
-1.25	1.24985e-11	-1.42664e-10
-0.833333333333333	1.15748e-11	-1.42934e-10
-0.4166666666666661	1.15322e-11	-1.42728e-10
0.0	1.11698e-11	-1.42749e-10
0.41666666666666696	1.18945e-11	-1.42614e-10
0.8333333333333339	1.26548e-11	-1.42664e-10
1.25	1.15606e-11	-1.42635e-10
1.666666666666667	1.19372e-11	-1.42635e-10
2.083333333333334	1.1589e-11	-1.41854e-10
2.5	1.17453e-11	-1.39829e-10
2.916666666666667	1.16601e-11	-1.41648e-10
3.333333333333334	1.1589e-11	-1.42138e-10
3.75	1.2804e-11	-1.42557e-10
4.166666666666668	1.27685e-11	-1.42777e-10
4.583333333333334	1.19727e-11	-1.43054e-10
5.0	1.2399e-11	-1.42948e-10
