u	b	c
-5.0	4.63489e-11	-1.48213e-10
-4.583333333333333	9.31527e-12	-1.45428e-10
-4.166666666666667	9.57107e-12	-1.45854e-10
-3.75	9.57817e-12	-1.45833e-10
-3.333333333333333	9.25843e-12	-1.45847e-10
-2.9166666666666665	9.81976e-12	-1.4574e-10
-2.5	9.81265e-12	-1.46387e-10
-2.083333333333333	9.44317e-12	-1.45811e-10
-1.6666666666666665	9.75581e-12	-1.45527e-10
-1.25	8.825e-12	-1.45996e-10
-0.833333333333333	8.8321e-12	-1.4574e-10
-0.4166666666666661	8.47683e-12	-1.45875e-10
0.0	8.90316e-12	-1.45868e-10
0.41666666666666696	1.15464e-11	-1.45961e-10
0.8333333333333339	1.60228e-11	-1.46117e-10
1.25	2.05632e-11	-1.46437e-10
1.666666666666667	2.42865e-11	-1.46763e-10
2.083333333333334	2.78321e-11	-1.46977e-10
2.5	3.05038e-11	-1.46984e-10
2.916666666666667	3.30618e-11	-1.47247e-10
3.333333333333334	3.57974e-11	-1.47467e-10
3.75	3.80356e-11	-1.4736e-10
4.166666666666668	4.01104e-11	-1.47737e-10
4.583333333333334	4.1162e-11	-1.47758e-10
5.0	4.33718e-11	-1.47922e-10
