u	b	c
-5.0	5.28647e-12	-9.86806e-11
-5.0	5.28647e-12	-9.85669e-11
-5.0	5.22962e-12	-9.85669e-11
-5.0	5.22962e-12	-9.85669e-11
-5.0	5.17278e-12	-9.86806e-11
-5.0	5.11594e-12	-9.8908e-11
-5.0	5.05909e-12	-9.90785e-11
-5.0	5.00225e-12	-9.93059e-11
-5.0	4.94541e-12	-9.94764e-11
-5.0	4.88856e-12	-9.9647e-11
-4.636363636363637	4.5475e-12	-1.00443e-10
-4.636363636363637	4.49066e-12	-1.00443e-10
-4.636363636363637	4.49066e-12	-1.00443e-10
-4.636363636363637	4.49066e-12	-1.00386e-10
-4.636363636363637	4.49066e-12	-1.00329e-10
-4.636363636363637	4.43381e-12	-1.00329e-10
-4.636363636363637	4.37697e-12	-1.00329e-10
-4.636363636363637	4.37697e-12	-1.00329e-10
-4.636363636363637	4.32013e-12	-1.00272e-10
-4.636363636363637	4.32013e-12	-1.00272e-10
-4.2727272727272725	4.66119e-12	-1.005e-10
-4.2727272727272725	4.60434e-12	-1.005e-10
-4.2727272727272725	4.5475e-12	-1.005e-10
-4.2727272727272725	4.49066e-12	-1.00556e-10
-4.2727272727272725	4.43381e-12	-1.00556e-10
-4.2727272727272725	4.37697e-12	-1.005e-10
-4.2727272727272725	4.37697e-12	-1.005e-10
-4.2727272727272725	4.37697e-12	-1.005e-10
-4.2727272727272725	4.37697e-12	-1.005e-10
-4.2727272727272725	4.37697e-12	-1.005e-10
-3.909090909090909	4.37697e-12	-1.00386e-10
-3.909090909090909	4.37697e-12	-1.00329e-10
-3.909090909090909	4.37697e-12	-1.00329e-10
-3.909090909090909	4.37697e-12	-1.00329e-10
-3.909090909090909	4.37697e-12	-1.00386e-10
-3.909090909090909	4.43381e-12	-1.00386e-10
-3.909090909090909	4.43381e-12	-1.00386e-10
-3.909090909090909	4.49066e-12	-1.00386e-10
-3.909090909090909	4.49066e-12	-1.00329e-10
-3.909090909090909	4.49066e-12	-1.00329e-10
-3.5454545454545454	4.60434e-12	-1.00102e-10
-3.5454545454545454	4.60434e-12	-1.00102e-10
-3.5454545454545454	4.5475e-12	-1.00102e-10
-3.5454545454545454	4.60434e-12	-1.00159e-10
-3.5454545454545454	4.60434e-12	-1.00215e-10
-3.5454545454545454	4.5475e-12	-1.00215e-10
-3.5454545454545454	4.5475e-12	-1.00215e-10
-3.5454545454545454	4.5475e-12	-1.00272e-10
-3.5454545454545454	4.49066e-12	-1.00272e-10
-3.5454545454545454	4.49066e-12	-1.00272e-10
-3.1818181818181817	4.5475e-12	-1.00386e-10
-3.1818181818181817	4.49066e-12	-1.00386e-10
-3.1818181818181817	4.49066e-12	-1.00386e-10
-3.1818181818181817	4.43381e-12	-1.00386e-10
-3.1818181818181817	4.37697e-12	-1.00443e-10
-3.1818181818181817	4.37697e-12	-1.00443e-10
-3.1818181818181817	4.37697e-12	-1.00443e-10
-3.1818181818181817	4.37697e-12	-1.00443e-10
-3.1818181818181817	4.37697e-12	-1.00443e-10
-3.1818181818181817	4.43381e-12	-1.00443e-10
-2.8181818181818183	4.37697e-12	-1.005e-10
-2.8181818181818183	4.37697e-12	-1.005e-10
-2.8181818181818183	4.37697e-12	-1.005e-10
-2.8181818181818183	4.32013e-12	-1.00443e-10
-2.8181818181818183	4.32013e-12	-1.00443e-10
-2.8181818181818183	4.26328e-12	-1.00443e-10
-2.8181818181818183	4.26328e-12	-1.005e-10
-2.8181818181818183	4.32013e-12	-1.00443e-10
-2.8181818181818183	4.32013e-12	-1.00443e-10
-2.8181818181818183	4.32013e-12	-1.00443e-10
-2.4545454545454546	4.49066e-12	-1.00443e-10
-2.4545454545454546	4.49066e-12	-1.00443e-10
-2.4545454545454546	4.49066e-12	-1.00443e-10
-2.4545454545454546	4.43381e-12	-1.00443e-10
-2.4545454545454546	4.43381e-12	-1.00443e-10
-2.4545454545454546	4.43381e-12	-1.00443e-10
-2.4545454545454546	4.37697e-12	-1.00443e-10
-2.4545454545454546	4.43381e-12	-1.00443e-10
-2.4545454545454546	4.43381e-12	-1.005e-10
-2.4545454545454546	4.43381e-12	-1.005e-10
-2.090909090909091	4.37697e-12	-1.00329e-10
-2.090909090909091	4.37697e-12	-1.00329e-10
-2.090909090909091	4.37697e-12	-1.00329e-10
-2.090909090909091	4.37697e-12	-1.00329e-10
-2.090909090909091	4.37697e-12	-1.00329e-10
-2.090909090909091	4.37697e-12	-1.00329e-10
-2.090909090909091	4.37697e-12	-1.00329e-10
-2.090909090909091	4.43381e-12	-1.00329e-10
-2.090909090909091	4.49066e-12	-1.00329e-10
-2.090909090909091	4.5475e-12	-1.00329e-10
-1.727272727272727	4.49066e-12	-1.00215e-10
-1.727272727272727	4.49066e-12	-1.00272e-10
-1.727272727272727	4.49066e-12	-1.00272e-10
-1.727272727272727	4.5475e-12	-1.00272e-10
-1.727272727272727	4.5475e-12	-1.00272e-10
-1.727272727272727	4.5475e-12	-1.00272e-10
-1.727272727272727	4.49066e-12	-1.00272e-10
-1.727272727272727	4.49066e-12	-1.00272e-10
-1.727272727272727	4.43381e-12	-1.00215e-10
-1.727272727272727	4.43381e-12	-1.00215e-10
-1.3636363636363633	4.26328e-12	-1.005e-10
-1.3636363636363633	4.26328e-12	-1.005e-10
-1.3636363636363633	4.26328e-12	-1.00613e-10
-1.3636363636363633	4.26328e-12	-1.0067e-10
-1.3636363636363633	4.26328e-12	-1.0067e-10
-1.3636363636363633	4.32013e-12	-1.00727e-10
-1.3636363636363633	4.37697e-12	-1.00727e-10
-1.3636363636363633	4.37697e-12	-1.0067e-10
-1.3636363636363633	4.49066e-12	-1.0067e-10
-1.3636363636363633	4.49066e-12	-1.00613e-10
-1.0	4.5475e-12	-1.00159e-10
-1.0	4.5475e-12	-1.00102e-10
-1.0	4.5475e-12	-1.00159e-10
-1.0	4.49066e-12	-1.00215e-10
-1.0	4.49066e-12	-1.00215e-10
-1.0	4.49066e-12	-1.00215e-10
-1.0	4.49066e-12	-1.00215e-10
-1.0	4.49066e-12	-1.00159e-10
-1.0	4.43381e-12	-1.00102e-10
-1.0	4.37697e-12	-1.00102e-10
-0.6363636363636367	4.26328e-12	-1.00443e-10
-0.6363636363636367	4.26328e-12	-1.00443e-10
-0.6363636363636367	4.20644e-12	-1.00443e-10
-0.6363636363636367	4.1496e-12	-1.00386e-10
-0.6363636363636367	4.1496e-12	-1.00329e-10
-0.6363636363636367	4.20644e-12	-1.00272e-10
-0.6363636363636367	4.26328e-12	-1.00215e-10
-0.6363636363636367	4.32013e-12	-1.00215e-10
-0.6363636363636367	4.37697e-12	-1.00215e-10
-0.6363636363636367	4.43381e-12	-1.00215e-10
-0.2727272727272725	4.32013e-12	-1.00613e-10
-0.2727272727272725	4.26328e-12	-1.00613e-10
-0.2727272727272725	4.26328e-12	-1.00613e-10
-0.2727272727272725	4.26328e-12	-1.00613e-10
-0.2727272727272725	4.26328e-12	-1.00613e-10
-0.2727272727272725	4.32013e-12	-1.00613e-10
-0.2727272727272725	4.32013e-12	-1.00556e-10
-0.2727272727272725	4.37697e-12	-1.00556e-10
-0.2727272727272725	4.37697e-12	-1.00556e-10
-0.2727272727272725	4.32013e-12	-1.005e-10
0.09090909090909083	4.71803e-12	-9.9988e-11
0.09090909090909083	4.71803e-12	-9.9988e-11
0.09090909090909083	4.71803e-12	-1.00045e-10
0.09090909090909083	4.71803e-12	-1.00045e-10
0.09090909090909083	4.71803e-12	-1.00045e-10
0.09090909090909083	4.71803e-12	-1.00102e-10
0.09090909090909083	4.66119e-12	-1.00159e-10
0.09090909090909083	4.66119e-12	-1.00215e-10
0.09090909090909083	4.66119e-12	-1.00215e-10
0.09090909090909083	4.66119e-12	-1.00215e-10
0.45454545454545503	5.457e-12	-1.0067e-10
0.45454545454545503	5.40015e-12	-1.0067e-10
0.45454545454545503	5.40015e-12	-1.0067e-10
0.45454545454545503	5.34331e-12	-1.0067e-10
0.45454545454545503	5.28647e-12	-1.00613e-10
0.45454545454545503	5.28647e-12	-1.00613e-10
0.45454545454545503	5.28647e-12	-1.0067e-10
0.45454545454545503	5.28647e-12	-1.0067e-10
0.45454545454545503	5.28647e-12	-1.00727e-10
0.45454545454545503	5.28647e-12	-1.00784e-10
0.8181818181818183	5.91174e-12	-1.01295e-10
0.8181818181818183	5.96859e-12	-1.01295e-10
0.8181818181818183	6.02543e-12	-1.01352e-10
0.8181818181818183	6.02543e-12	-1.01295e-10
0.8181818181818183	5.96859e-12	-1.01295e-10
0.8181818181818183	5.91174e-12	-1.01295e-10
0.8181818181818183	5.91174e-12	-1.01239e-10
0.8181818181818183	5.91174e-12	-1.01182e-10
0.8181818181818183	5.91174e-12	-1.01125e-10
0.8181818181818183	5.8549e-12	-1.01011e-10
1.1818181818181817	6.36649e-12	-1.01182e-10
1.1818181818181817	6.30965e-12	-1.01239e-10
1.1818181818181817	6.30965e-12	-1.01239e-10
1.1818181818181817	6.30965e-12	-1.01239e-10
1.1818181818181817	6.30965e-12	-1.01182e-10
1.1818181818181817	6.2528e-12	-1.01182e-10
1.1818181818181817	6.2528e-12	-1.01125e-10
1.1818181818181817	6.30965e-12	-1.01068e-10
1.1818181818181817	6.30965e-12	-1.01068e-10
1.1818181818181817	6.30965e-12	-1.01068e-10
1.5454545454545459	6.76439e-12	-1.01636e-10
1.5454545454545459	6.82124e-12	-1.01636e-10
1.5454545454545459	6.82124e-12	-1.01636e-10
1.5454545454545459	6.82124e-12	-1.0158e-10
1.5454545454545459	6.76439e-12	-1.01523e-10
1.5454545454545459	6.76439e-12	-1.01466e-10
1.5454545454545459	6.76439e-12	-1.01466e-10
1.5454545454545459	6.76439e-12	-1.01409e-10
1.5454545454545459	6.76439e-12	-1.01409e-10
1.5454545454545459	6.76439e-12	-1.01409e-10
1.9090909090909092	7.21914e-12	-1.01352e-10
1.9090909090909092	7.21914e-12	-1.01352e-10
1.9090909090909092	7.21914e-12	-1.01409e-10
1.9090909090909092	7.21914e-12	-1.01409e-10
1.9090909090909092	7.21914e-12	-1.01409e-10
1.9090909090909092	7.21914e-12	-1.01466e-10
1.9090909090909092	7.21914e-12	-1.01523e-10
1.9090909090909092	7.21914e-12	-1.01523e-10
1.9090909090909092	7.21914e-12	-1.01523e-10
1.9090909090909092	7.1623e-12	-1.01523e-10
2.2727272727272734	7.27601e-12	-1.02262e-10
2.2727272727272734	7.33286e-12	-1.02262e-10
2.2727272727272734	7.33286e-12	-1.02319e-10
2.2727272727272734	7.33286e-12	-1.02319e-10
2.2727272727272734	7.27601e-12	-1.02375e-10
2.2727272727272734	7.21914e-12	-1.02319e-10
2.2727272727272734	7.21914e-12	-1.02319e-10
2.2727272727272734	7.21914e-12	-1.02262e-10
2.2727272727272734	7.21914e-12	-1.02262e-10
2.2727272727272734	7.21914e-12	-1.02262e-10
2.6363636363636367	7.95813e-12	-1.02489e-10
2.6363636363636367	8.01498e-12	-1.02489e-10
2.6363636363636367	8.01498e-12	-1.02432e-10
2.6363636363636367	8.01498e-12	-1.02432e-10
2.6363636363636367	8.01498e-12	-1.02432e-10
2.6363636363636367	8.01498e-12	-1.02432e-10
2.6363636363636367	8.01498e-12	-1.02432e-10
2.6363636363636367	7.95813e-12	-1.02432e-10
2.6363636363636367	7.95813e-12	-1.02489e-10
2.6363636363636367	7.95813e-12	-1.02489e-10
3.0	7.7876e-12	-1.02603e-10
3.0	7.84445e-12	-1.02603e-10
3.0	7.84445e-12	-1.02603e-10
3.0	7.90129e-12	-1.02603e-10
3.0	7.95813e-12	-1.02603e-10
3.0	7.95813e-12	-1.02603e-10
3.0	7.90129e-12	-1.02603e-10
3.0	7.95813e-12	-1.0266e-10
3.0	7.95813e-12	-1.02717e-10
3.0	7.95813e-12	-1.02717e-10
3.3636363636363633	8.29919e-12	-1.02773e-10
3.3636363636363633	8.24235e-12	-1.02773e-10
3.3636363636363633	8.24235e-12	-1.02773e-10
3.3636363636363633	8.18551e-12	-1.0283e-10
3.3636363636363633	8.18551e-12	-1.02887e-10
3.3636363636363633	8.35604e-12	-1.03001e-10
3.3636363636363633	8.52657e-12	-1.03171e-10
3.3636363636363633	8.64026e-12	-1.03342e-10
3.3636363636363633	8.6971e-12	-1.03342e-10
3.3636363636363633	8.6971e-12	-1.03342e-10
3.7272727272727266	1.11982e-11	-1.04308e-10
3.7272727272727266	1.10845e-11	-1.04251e-10
3.7272727272727266	1.0914e-11	-1.04251e-10
3.7272727272727266	1.08571e-11	-1.04308e-10
3.7272727272727266	1.08003e-11	-1.04308e-10
3.7272727272727266	1.07435e-11	-1.04308e-10
3.7272727272727266	1.07435e-11	-1.04308e-10
3.7272727272727266	1.07435e-11	-1.04308e-10
3.7272727272727266	1.07435e-11	-1.04251e-10
3.7272727272727266	1.06866e-11	-1.04194e-10
4.090909090909092	9.49291e-12	-1.03399e-10
4.090909090909092	9.72028e-12	-1.03512e-10
4.090909090909092	9.94765e-12	-1.03626e-10
4.090909090909092	1.02887e-11	-1.0374e-10
4.090909090909092	1.05161e-11	-1.0391e-10
4.090909090909092	1.07435e-11	-1.04081e-10
4.090909090909092	1.10277e-11	-1.04138e-10
4.090909090909092	1.11982e-11	-1.04308e-10
4.090909090909092	1.13119e-11	-1.04365e-10
4.090909090909092	1.14256e-11	-1.04535e-10
4.454545454545455	8.98132e-12	-1.03285e-10
4.454545454545455	8.92447e-12	-1.03228e-10
4.454545454545455	8.81079e-12	-1.03171e-10
4.454545454545455	8.75394e-12	-1.03171e-10
4.454545454545455	8.6971e-12	-1.03114e-10
4.454545454545455	8.58341e-12	-1.03114e-10
4.454545454545455	8.46972e-12	-1.03001e-10
4.454545454545455	8.35604e-12	-1.02944e-10
4.454545454545455	8.35604e-12	-1.02887e-10
4.454545454545455	8.29919e-12	-1.02773e-10
4.818181818181818	8.41288e-12	-1.0283e-10
4.818181818181818	8.41288e-12	-1.0283e-10
4.818181818181818	8.41288e-12	-1.0283e-10
4.818181818181818	8.35604e-12	-1.0283e-10
4.818181818181818	8.29919e-12	-1.02773e-10
4.818181818181818	8.18551e-12	-1.02773e-10
4.818181818181818	8.12866e-12	-1.02717e-10
4.818181818181818	8.12866e-12	-1.02717e-10
4.818181818181818	8.12866e-12	-1.0266e-10
4.818181818181818	8.18551e-12	-1.02603e-10
5.181818181818182	8.58341e-12	-1.02717e-10
5.181818181818182	8.58341e-12	-1.0266e-10
5.181818181818182	8.52657e-12	-1.02603e-10
5.181818181818182	8.52657e-12	-1.02603e-10
5.181818181818182	8.46972e-12	-1.02603e-10
5.181818181818182	8.41288e-12	-1.02717e-10
5.181818181818182	8.35604e-12	-1.02773e-10
5.181818181818182	8.35604e-12	-1.0283e-10
5.181818181818182	8.41288e-12	-1.0283e-10
5.181818181818182	8.41288e-12	-1.0283e-10
5.545454545454545	8.98132e-12	-1.03285e-10
5.545454545454545	8.98132e-12	-1.03285e-10
5.545454545454545	8.98132e-12	-1.03285e-10
5.545454545454545	8.92447e-12	-1.03285e-10
5.545454545454545	8.92447e-12	-1.03228e-10
5.545454545454545	8.92447e-12	-1.03228e-10
5.545454545454545	8.92447e-12	-1.03171e-10
5.545454545454545	8.92447e-12	-1.03171e-10
5.545454545454545	8.92447e-12	-1.03171e-10
5.545454545454545	8.92447e-12	-1.03171e-10
