u	b	c
-5.0	1.24417e-11	-1.40397e-10
-4.583333333333333	1.1859e-11	-1.40148e-10
-4.166666666666667	1.17524e-11	-1.40553e-10
-3.75	1.19016e-11	-1.40951e-10
-3.333333333333333	1.21006e-11	-1.40575e-10
-2.9166666666666665	1.20082e-11	-1.40688e-10
-2.5	1.24061e-11	-1.40397e-10
-2.083333333333333	1.31948e-11	-1.40489e-10
-1.6666666666666665	1.15535e-11	-1.40958e-10
-1.25	1.04379e-11	-1.40902e-10
-0.833333333333333	1.08998e-11	-1.40809e-10
-0.4166666666666661	1.11058e-11	-1.40703e-10
0.0	1.16103e-11	-1.40759e-10
0.41666666666666696	1.16885e-11	-1.4056e-10
0.8333333333333339	1.16459e-11	-1.40454e-10
1.25	1.20651e-11	-1.40454e-10
1.666666666666667	1.19372e-11	-1.40518e-10
2.083333333333334	1.22427e-11	-1.40617e-10
2.5	1.2669e-11	-1.40497e-10
2.916666666666667	1.33725e-11	-1.4039e-10
3.333333333333334	1.3003e-11	-1.40418e-10
3.75	1.29888e-11	-1.40411e-10
4.166666666666668	1.29532e-11	-1.40369e-10
4.583333333333334	1.27472e-11	-1.40347e-10
5.0	1.36993e-11	-1.40276e-10
