u	b	c
-5.0	5.10172e-12	-7.562e-11
-4.583333333333333	5.24134e-11	-7.81033e-11
-4.166666666666667	5.13476e-11	-7.67639e-11
-3.75	5.01255e-11	-7.63234e-11
-3.333333333333333	4.96458e-11	-7.65117e-11
-2.9166666666666665	4.96458e-11	-7.60214e-11
-2.5	4.91343e-11	-7.54601e-11
-2.083333333333333	4.9351e-11	-7.57479e-11
-1.6666666666666665	4.94007e-11	-7.56377e-11
-1.25	4.95712e-11	-7.57372e-11
-0.833333333333333	4.96743e-11	-7.58367e-11
-0.4166666666666661	4.9788e-11	-7.59006e-11
0.0	4.95712e-11	-7.61387e-11
0.41666666666666696	4.45122e-11	-7.54281e-11
0.8333333333333339	3.6174e-11	-7.49023e-11
1.25	2.91573e-11	-7.41989e-11
1.666666666666667	2.40165e-11	-7.40283e-11
2.083333333333334	1.78596e-11	-7.31259e-11
2.5	2.24888e-11	-7.30904e-11
2.916666666666667	1.39089e-11	-7.27174e-11
3.333333333333334	6.19951e-12	-7.2053e-11
3.75	2.59349e-12	-7.21028e-11
4.166666666666668	-4.05011e-13	-7.20104e-11
4.583333333333334	-3.61668e-12	-7.15024e-11
5.0	-6.4411e-12	-7.12856e-11
